"Scan","Time(sec)","O 130.603","Ar 425.118","Cl 134.724","Cl 135.165","Cl 136.345","Cl 133.573","Cl 139.653","Br 154.065","Br 153.174","Br 148.845","Br 144.990","Br 157.480","Br 163.340","I 178.276","I 142.549","I 161.760","I 183.038","I 179.909","Analog_Temp"
1143,114.3,1471,2234284,6093,775,-1480,1088,-2117,205,-1506,630,-999,1905,-2495,653,34,4255,-506,2321,-97083.4259480196
1144,114.4,6768,2250588,6713,5806,2253,1358,-2125,2055,624,179,1413,-709,1440,-2098,1274,2445,2867,-1369,-96388.3766520781
1145,114.5,5712,2255172,6608,7312,9481,6527,-1095,349,-840,-2523,3828,222,4190,709,-1127,3500,-2317,-4392,-97083.4259480196
1146,114.6,-170,2274086,2197,-3248,-2050,655,3506,-1908,144,1261,3070,-2016,1716,-506,6790,17,-1092,-716,-96388.3766520781
1147,114.7,8109,2275036,6501,8947,7345,5355,772,1234,-2014,3479,1144,-48,97,-2015,578,-2752,149,-1084,-96388.3766520781
1148,114.8,6623,2241448,5853,5764,1274,4212,-1244,2468,943,906,1611,-36,-2013,3466,524,341,1211,809,-96735.9013000488
1149,114.9,6752,2247277,6218,4930,6645,2149,143,-2456,2721,518,4255,2095,1525,-899,493,2249,410,-698,-96735.9013000488
1150,115,165,2238925,-223,-2783,-2947,1174,-1646,-854,2602,966,1187,-1108,1412,2316,-1254,-790,-1969,3425,-96735.9013000488
1151,115.1,5971,2279978,3585,5868,4085,4003,2474,3189,1340,1547,1996,-1641,-1227,-1387,-809,2799,113,5264,-97083.4259480196
1152,115.2,640,2249774,4533,3334,899,1024,-2243,-4248,1907,1639,913,5260,2595,2788,1611,577,1290,-637,-96388.3766520781
1153,115.3,2925,2299857,2427,6058,1088,1569,1242,991,218,2916,3448,953,-1161,-1630,1267,5103,5563,-1329,-95693.3273561366
1154,115.4,8814,2238150,10048,3789,6310,5415,461,-5669,-1632,-240,838,858,-3416,2690,1899,-1625,-1261,261,-95693.3273561366
1155,115.5,4107,2249263,2123,-63,959,4953,2258,-2286,-254,-346,1354,4068,-1411,-3706,-77,-236,1778,1353,-95693.3273561366
1156,115.6,6229,2247536,2801,2916,4687,2012,999,-1416,-326,-502,-833,-2519,-2831,250,-1284,5181,-323,1960,-96040.8520041073
1157,115.7,7542,2237921,3287,9123,5692,6681,-142,-3195,2305,1853,-1978,-1235,-2134,-430,3064,2248,-1537,273,-95693.3273561366
1158,115.8,-1750,2280685,-433,-2566,663,1022,2190,2247,2396,3177,4925,4376,1126,1590,-1174,-130,-1596,1248,-95693.3273561366
1159,115.9,12045,2279814,10469,10221,7255,6556,468,-2095,-2818,591,-1865,2136,-682,5239,1251,2642,1119,-1361,-94998.278060195
1160,116,7807,2280642,3596,6152,4024,4071,-551,23,1045,-463,-4532,-406,-20,2561,1218,-355,777,-1532,-94998.278060195
1161,116.1,6014,2242769,8681,5474,3694,2477,1823,1608,3193,2417,-356,-2063,4287,-847,-310,-389,-257,547,-94650.7534122243
1162,116.2,6535,2246945,9273,6371,1615,3681,2986,-846,-1825,-4384,-1888,-604,-482,921,-632,-458,2721,4132,-94650.7534122243
1163,116.3,4724,2226531,4471,4172,1134,3940,2085,1426,-1105,-896,-116,-2125,1778,736,-3245,2187,1612,-476,-95345.8027081658
1164,116.4,3091,2268375,6023,703,804,4287,-1283,-2772,3970,-358,2082,3917,521,-36,1319,-2339,789,-5715,-95345.8027081658
1165,116.5,-4453,2263189,-2865,2147,-2469,-1646,-1545,-3477,-1887,-2338,1163,-1485,-2944,-2947,1115,565,3389,570,-94998.278060195
1166,116.6,6226,2277378,4660,4007,4171,4511,2525,-1817,-1208,3097,-1630,594,-1305,-1380,196,2585,2152,3096,-94998.278060195
1167,116.7,5274,2256718,4076,2510,770,5028,392,-441,-1044,-2523,-2134,2524,-2790,-3186,-155,-615,2807,-4471,-94303.2287642535
1168,116.8,1633,2243599,2291,1958,1318,2411,508,2628,204,2168,2149,4142,467,-412,2517,431,1333,-2816,-94650.7534122243
1169,116.9,-2874,2236792,-3622,-1248,-2830,-6485,6735,1094,-2637,3783,1349,-1890,968,4284,-686,-90,-2544,2589,-94998.278060195
1170,117,4946,2237197,5088,6443,836,2404,-1940,746,1940,-1737,748,-2987,-2287,-1784,2534,2640,-1448,-697,-94303.2287642535
1171,117.1,4171,2267714,2015,3506,2936,3198,-3733,47,-1004,-1446,2358,1780,987,906,966,61,1276,-1186,-94303.2287642535
1172,117.2,10496,2257241,12676,12453,8443,8387,2025,626,-452,-624,-963,-3267,-988,-607,506,1418,2023,1507,-94303.2287642535
1173,117.3,6496,2302441,11783,6294,5300,8434,-3313,-1209,592,909,-534,1013,2963,-1739,3145,615,1964,-730,-93955.7041162827
1174,117.4,746,2228449,4105,1010,1844,720,-2301,-708,2594,-1646,-548,-486,-438,-194,-2545,-3025,3480,-4316,-93955.7041162827
1175,117.5,3893,2261107,3669,-1544,-2773,1909,1793,-410,-40,2964,2772,-1466,3229,-1132,2164,-2271,1464,735,-94650.7534122243
1176,117.6,5764,2230249,4386,3670,4382,2418,-747,-2681,-2474,2947,-3302,1180,796,365,-3001,716,2394,2182,-93955.7041162827
1177,117.7,1803,2246854,4289,5985,5441,3937,3240,2105,1501,-1391,2347,1814,941,-1395,2003,-1556,549,663,-93608.179468312
1178,117.8,4937,2281477,5600,2629,1169,5188,-1346,2452,-1377,-404,-240,-3437,-28,1067,1510,-462,-2014,1165,-93608.179468312
1179,117.9,1398,2277752,1154,4706,1038,2049,2698,363,-944,-2651,-3346,1988,-577,-193,-1744,-515,-1965,152,-93955.7041162827
1180,118,5227,2262501,6037,3882,2192,-807,-4708,879,-5099,1523,-151,945,63,-1660,-1321,3488,-621,-2437,-93955.7041162827
1181,118.1,5424,2232337,4983,248,-1094,5256,-1630,-1028,-1766,-1778,492,1326,-1214,-2888,2074,-209,1609,-653,-94303.2287642535
1182,118.2,6157,2250739,5829,-1824,1550,950,-1477,1061,623,539,3369,-1841,-3051,-787,-1324,1665,4095,-1482,-94303.2287642535
1183,118.3,1453,2219095,3390,-496,782,870,-685,2418,-2541,-487,1066,1687,-614,-3987,-3800,-911,655,-678,-93608.179468312
1184,118.4,-1043,2257600,-3202,-3893,-5245,-2890,2797,-1977,1794,2612,-1232,4519,762,2372,-590,2314,2022,-1163,-93608.179468312
1185,118.5,626,2278690,2298,-302,958,-93,-2677,-2701,-1459,3074,5295,-2021,-756,-4589,1703,5365,3181,-307,-93260.6548203412
1186,118.6,5114,2277279,5215,3290,3220,3882,-474,702,-2789,-1776,-347,2466,-1224,712,1842,264,-3858,3051,-93260.6548203412
1187,118.7,2105,2244684,5699,-499,596,1682,1576,1770,95,-1132,-4501,-1386,-1398,5162,2837,4292,-2949,275,-93608.179468312
1188,118.8,4504,2247264,9331,7038,5268,7068,-1515,968,-2275,355,1625,-1592,-436,3467,3276,2735,1927,-191,-93608.179468312
1189,118.9,4639,2218957,5015,2291,5371,1540,-3483,979,1005,-2642,1297,1644,-1062,-1994,1155,425,2827,460,-92913.1301723705
1190,119,8838,2233389,7573,4117,10205,2919,-262,-1528,-835,2586,-3033,1525,-3332,3011,3929,1064,2048,605,-92913.1301723705
1191,119.1,9206,2258722,6853,8386,8165,5997,-125,812,-1663,-1535,-38,-1250,-4973,2740,-173,5217,-6671,805,-92913.1301723705
1192,119.2,1799,2248825,4698,4015,2269,1937,919,-231,2013,1756,-1972,-2906,-1201,-1048,-3277,-1942,2656,266,-93260.6548203412
1193,119.3,924,2296396,-1912,-1723,-3003,1715,-1289,-2475,606,-2056,2475,975,-298,-589,-1281,2507,305,-960,-93260.6548203412
1194,119.4,6001,2226468,7682,5873,7763,4241,2201,-888,-1102,2588,4152,653,-1553,2224,-485,-2462,-1930,2948,-92913.1301723705
1195,119.5,6784,2265959,5628,7135,1749,5722,-729,-2333,195,5529,1555,4836,701,2076,-645,238,1722,-936,-92913.1301723705
1196,119.6,10451,2230548,9470,6512,10677,5020,1316,-2691,3104,-1935,1654,2513,-3900,1647,-651,1103,4904,944,-92565.6055243997
1197,119.7,586,2232470,1252,-1213,352,-609,-877,-212,-459,928,95,3235,1651,2677,516,-205,-260,-3366,-92913.1301723705
1198,119.8,5554,2268650,6659,2500,7979,5373,446,428,1660,1065,1724,-949,1220,3659,-1906,-2,475,718,-92565.6055243997
1199,119.9,-767,2272569,5206,-414,-505,-2178,-958,3447,729,1068,4518,-1863,536,-852,-2420,-443,-921,518,-92565.6055243997
1200,120,319,2274338,3055,587,-468,1007,-3420,890,-1981,824,2695,-1732,-1035,3524,-1728,-1142,-332,2343,-92218.0808764289
1201,120.1,7120,2248797,10769,6339,4406,4514,-717,930,1025,-2161,1734,-1557,2573,-335,-1454,-1368,2034,1985,-92565.6055243997
1202,120.2,6176,2241619,7787,2704,4029,3032,-1066,-3176,-1410,108,-426,-3663,1251,1065,4772,2598,-1488,-1364,-92565.6055243997
1203,120.3,7136,2224803,3937,105,1483,2021,731,-1506,1859,185,-3637,3186,-591,126,1596,-47,1982,1368,-92218.0808764289
1204,120.4,7439,2268450,5294,4231,2886,3438,-645,2158,-896,994,-77,-2855,-1578,1109,2987,-922,902,-2497,-92218.0808764289
1205,120.5,2823,2259860,3725,1709,3745,3983,294,869,102,-866,2410,-112,-2068,2425,-2090,2801,151,2899,-91523.0315804874
1206,120.6,-618,2307394,-1488,1840,2324,-1610,1092,895,-2596,1880,-2172,4651,2244,-905,-954,2581,-1453,2545,-91523.0315804874
1207,120.7,2340,2215124,1571,-883,1216,-1874,-642,-3443,855,1498,1187,-2902,795,-376,-98,2699,4718,-1445,-91870.5562284582
1208,120.8,-700,2254269,1171,1065,1849,-3397,-1563,-371,-433,2757,2630,524,-1202,3968,1182,884,-51,-1795,-91175.5069325167
1209,120.9,750,2244606,3882,-1759,-81,541,-1928,829,-3800,2089,-200,2721,1650,688,-420,36,1251,-1285,-91523.0315804874
1210,121,12709,2242590,6800,3859,3852,3388,-2754,1165,-858,1244,-1433,-4061,-2075,-1162,687,1279,1094,-1861,-91523.0315804874
1211,121.1,5480,2267021,5551,3372,3406,4464,-1686,-829,4100,1508,5061,2881,55,533,94,4284,4019,1459,-91523.0315804874
1212,121.2,-2128,2248321,2177,-4408,-2222,-2904,-1552,-586,419,3678,1465,-1027,1184,184,3759,1070,-252,199,-91523.0315804874
1213,121.3,7985,2282958,5998,6661,4290,5893,-3030,1311,597,-1933,450,2978,-4118,-2163,-3303,-1897,2520,831,-91523.0315804874
1214,121.4,4729,2226054,3285,2989,659,3111,-383,2300,-2328,-3511,-2581,-2227,-2554,1750,-1601,429,4038,-87,-90827.9822845459
1215,121.5,232,2263387,-995,-2630,-2944,-394,713,945,448,3746,-241,-2751,-4209,-503,-584,2994,-2705,-157,-91523.0315804874
1216,121.6,4821,2243841,4456,6281,7115,2915,4487,-974,-1916,-654,-2107,2193,-3696,-137,-1596,4911,1900,-1218,-90827.9822845459
1217,121.7,1485,2239933,-1032,122,61,114,697,1065,-874,3396,780,-751,-921,-658,1005,2033,5116,1432,-90480.4576365751
1218,121.8,3932,2265743,1122,6793,2301,2116,-3672,2756,-2528,178,390,824,1149,2294,4472,2949,1502,-413,-90480.4576365751
1219,121.9,4906,2281036,3559,998,1371,1893,-1887,1146,729,-621,-144,-1011,3233,-1961,1632,3067,4642,-355,-90480.4576365751
1220,122,768,2261233,4160,-2294,-1927,-205,210,2670,-2070,3835,323,456,2014,2868,618,-148,2245,493,-90132.9329886044
1221,122.1,2879,2234808,3287,-3829,-254,-1231,-367,-1827,-32,3304,-3861,-1211,2485,594,-1417,-1147,4423,3085,-90132.9329886044
1222,122.2,5342,2244126,5451,4383,4579,5547,-1391,-1163,281,-4346,-312,1039,-1933,1292,3114,417,4748,-712,-90132.9329886044
1223,122.3,1313,2221156,-1450,863,207,2114,-1935,1695,1482,6400,877,1343,-1619,647,1514,-2929,1815,3188,-90132.9329886044
1224,122.4,974,2286602,1572,833,2587,793,-3560,2239,-735,-629,-1210,-2465,-664,-1350,3516,1019,547,-1051,-90132.9329886044
1225,122.5,3186,2270410,2388,6536,5489,3280,-1337,1071,-3729,-827,1656,3169,672,-1829,-3327,909,5416,-1454,-90480.4576365751
1226,122.6,-309,2306557,3874,965,2818,2443,1192,-2840,1686,-2761,2724,3908,-873,-4665,216,384,791,-3876,-89785.4083406336
1227,122.7,7726,2232382,6411,8586,9377,8053,-1060,-1553,2709,1984,-183,462,491,4969,1049,2415,1855,641,-90132.9329886044
1228,122.8,2840,2242492,3454,2343,-1257,3408,-340,-984,-3031,4718,929,2172,855,2392,178,3329,-3099,3700,-90132.9329886044
1229,122.9,6718,2228905,7375,2502,1504,1462,4104,-152,2244,1918,5550,-730,1058,2754,71,1970,1292,-1882,-89437.8836926628
1230,123,10017,2266287,4777,6579,4606,5505,-1887,-2125,130,1528,1516,-2239,1738,498,2610,-274,53,-1498,-89437.8836926628
1231,123.1,7069,2282347,5540,9372,7948,7079,-361,-2333,1289,2109,4759,1249,325,-923,-2911,165,-3142,982,-90132.9329886044
1232,123.2,2764,2263338,4300,3547,-1570,-699,1929,3252,532,-787,2171,-2919,-1492,3794,1265,42,2376,-3,-90132.9329886044
1233,123.3,3813,2287961,5004,2248,4996,1673,-790,1440,-2237,-2055,1234,2520,-770,-1300,1120,-3644,3389,-1725,-89785.4083406336
1234,123.4,8346,2241311,7885,3936,5823,6776,-1582,-2134,-2017,1521,-1816,-2265,1149,988,-4023,2339,1684,-2485,-89785.4083406336
1235,123.5,6346,2258055,4405,5366,5199,2899,1969,-897,395,1015,526,-451,2248,377,1451,3346,1493,2183,-89090.3590446921
1236,123.6,1370,2249182,5084,678,1901,2061,-610,1709,1096,-1821,-564,1120,19,1327,1229,3932,1277,-959,-89090.3590446921
1237,123.7,6530,2262248,6320,2380,5348,4320,-44,1315,-2669,1277,-1366,-363,-1508,-1627,526,1379,-3525,3055,-88742.8343967213
1238,123.8,4645,2256445,5422,6433,6874,4662,-1087,-895,983,-542,-32,-233,-909,267,-1853,812,-2271,-1178,-88742.8343967213
1239,123.9,7283,2272620,10097,5858,7633,7419,993,-2059,-3976,1752,-1082,1225,3078,-1067,-253,1962,980,2666,-89785.4083406336
1240,124,-1597,2272738,-3843,-3937,-4717,-5646,770,-1147,-3182,95,-748,2304,-535,3299,1182,3226,8,-500,-88395.3097487506
1241,124.1,3256,2249424,8826,5505,5320,6530,-3137,1017,-959,-648,1022,3183,-502,-253,-1516,775,2915,1852,-88395.3097487506
1242,124.2,6369,2244839,3914,-924,3729,4328,-2127,157,-1567,-1718,-800,-4054,-3199,2054,433,1396,1210,-1423,-88395.3097487506
1243,124.3,-453,2227428,1167,-3573,-2047,-2321,3259,-741,1379,-683,1376,1085,-308,3912,3717,1981,1410,3680,-88395.3097487506
1244,124.4,9450,2265544,1602,6246,7021,6227,-1724,-2306,-1220,-2632,324,-777,2570,629,1038,418,772,-1956,-88742.8343967213
1245,124.5,2652,2263798,2764,-854,152,-346,-659,1513,-161,2569,908,-4590,357,614,1572,2380,3716,-871,-88047.7851007798
1246,124.6,9214,2308504,10917,7225,7108,6508,-251,-886,2374,-1413,-342,-4033,-1120,1606,-2462,-370,1668,-1605,-88395.3097487506
1247,124.7,3851,2255045,1946,5380,1279,910,-3033,-993,1548,2202,-2793,-1990,-2951,357,-84,-466,557,-852,-88395.3097487506
1248,124.8,4917,2244310,1280,4204,1737,1117,-154,186,1806,-190,629,1009,-2798,-1544,-1457,-1919,4083,951,-87700.260452809
1249,124.9,6293,2226413,8798,4584,1092,3039,-1703,-2560,933,713,772,-188,-1741,-2199,-3474,1159,2342,1782,-87700.260452809
1250,125,754,2243211,-3061,1135,499,-4559,1022,-2301,-3277,2110,-624,857,1507,2261,-2481,4999,923,-2167,-88047.7851007798
1251,125.1,-1357,2290330,-3509,-1910,-1955,-1779,2100,1381,2204,-1655,2080,-1863,-629,-2121,2742,-432,1124,1516,-88047.7851007798
1252,125.2,674,2270803,2765,-736,1820,1136,-2912,3451,-2406,1078,3662,1265,-2637,4972,2337,403,1216,157,-87700.260452809
1253,125.3,15187,2297349,10086,3349,11065,7937,1973,210,-1868,-1676,1305,277,-2559,-1556,-2581,-136,-841,-467,-88047.7851007798
1254,125.4,4950,2229420,3721,-490,1378,133,5010,-2795,-1165,-689,559,3109,-797,-535,-72,-3524,797,1313,-88047.7851007798
1255,125.5,1464,2253036,2576,1612,1807,1510,-2447,-774,545,-1298,5564,-497,-1790,1068,224,421,449,2227,-87352.7358048383
1256,125.6,3041,2240954,-80,-88,-1362,1285,1704,437,-79,-825,440,1255,-4286,700,-2243,1186,1724,-942,-87352.7358048383
1257,125.7,6322,2260072,6409,6448,4974,3741,-1989,-4785,-2963,1254,3824,114,-313,2037,445,1148,778,894,-87352.7358048383
1258,125.8,6646,2269207,9834,6379,3592,9808,1098,1274,1124,1216,644,-1888,237,2575,-3862,962,1006,408,-88047.7851007798
1259,125.9,4264,2273952,2556,1942,3617,3259,3752,839,1509,-1743,3571,2058,984,2329,-1502,943,-2419,2188,-88047.7851007798
1260,126,1189,2270003,3760,-2837,1296,1619,574,-4104,579,5018,2066,-3363,2851,-806,3899,460,-1430,-518,-88047.7851007798
1261,126.1,7056,2239818,5347,4550,2904,5520,-1243,1090,174,449,-1185,-1225,1350,-3411,1407,2026,-1377,346,-87352.7358048383
1262,126.2,5344,2250189,5587,3245,4316,2032,-947,-1863,40,-1420,2229,2272,1971,1848,-1079,1053,-2641,-510,-87352.7358048383
1263,126.3,2032,2223739,1175,-2446,-1414,-1422,-6427,-578,4857,-564,-1955,2523,1722,3325,-1080,3173,1140,-2281,-87005.2111568675
1264,126.4,2441,2260839,3028,-458,3520,3035,-558,-3420,1013,-126,-1085,2301,458,-153,2315,2780,6682,3323,-87005.2111568675
1265,126.5,4382,2269023,642,-973,-594,-1859,844,1899,2232,-3150,2416,1122,-1038,2170,93,-1105,833,1194,-87352.7358048383
1266,126.6,9861,2305685,11749,8052,8985,7381,-2669,-1256,2616,3162,-575,289,83,-118,250,3027,-1367,-1422,-87005.2111568675
1267,126.7,139,2233959,-1639,-3757,-3891,-382,-3682,1474,-1579,915,1906,-4373,-4825,1411,2889,-1394,2272,-4507,-85962.6372129552
1268,126.8,-1963,2249168,1643,655,-5787,1710,-1214,3286,-271,-2416,2285,-183,-944,704,-1686,1204,4684,3769,-85962.6372129552
1269,126.9,3061,2243827,6448,6982,3133,6933,28,-5913,602,2308,344,781,59,-4585,1169,1863,2706,122,-87005.2111568675
1270,127,7528,2233827,10691,3744,7226,6684,-2122,-954,-1008,-3633,-2139,-1382,-1007,-1337,646,-854,-406,189,-87005.2111568675
1271,127.1,6210,2274887,8119,6686,1062,2644,-2063,-654,373,-461,1104,-2562,-4778,2059,4817,-3285,272,1767,-86310.161860926
1272,127.2,7106,2270169,5923,6330,10815,8318,-488,1513,1785,-464,-690,1821,-1322,1822,1716,3718,1284,-168,-86310.161860926
1273,127.3,6097,2288452,6867,-85,2712,1671,1557,2735,187,-1190,1343,-2763,-78,2149,246,1534,3165,-1679,-86310.161860926
1274,127.4,5871,2244520,9197,5348,5938,6982,1291,3823,488,2617,-586,-1186,-1193,1218,2596,2801,15,-3632,-85962.6372129552
1275,127.5,4701,2242160,1101,-1098,6236,3955,-1333,-1603,877,1147,-2668,-366,771,-1352,-4264,1080,1459,5723,-85962.6372129552
1276,127.6,16788,2242312,13450,11893,9998,8716,78,988,916,218,1965,-2522,-6239,1469,-946,251,4910,398,-85962.6372129552
1277,127.7,5412,2267921,6671,8032,4951,5019,-5322,3551,-890,3624,3302,490,249,1488,3632,679,3245,-1095,-85962.6372129552
1278,127.8,1223,2273261,1934,135,-1984,-2019,1217,1884,-548,1342,465,3447,-1665,1504,354,-116,-4517,-245,-85962.6372129552
1279,127.9,2244,2278836,-49,-1771,-2970,-1312,-937,6359,2292,4221,2735,5737,3384,2053,2620,1222,212,276,-85962.6372129552
1280,128,4423,2261926,4150,5795,3979,4880,-1395,-23,-4141,1118,1780,-5216,1873,4140,-709,1727,-2711,2120,-85962.6372129552
1281,128.1,8497,2233839,11263,8407,9591,7515,-2356,1593,634,1998,2352,-1643,2493,-2573,583,1287,15,-9,-85962.6372129552
1282,128.2,4517,2250035,2996,453,999,2065,605,-2198,5128,-2184,-110,3912,-2063,-802,1571,3310,-1014,-1563,-85962.6372129552
1283,128.3,4409,2232223,3762,3949,1729,29,-1899,-2780,-421,-1505,742,3224,-373,647,-3981,704,-243,-1710,-85615.1125649845
1284,128.4,6091,2277424,7137,4220,6584,2519,1049,2487,-2378,1743,1037,2008,-1445,-832,1281,40,-660,-911,-85267.5879170137
1285,128.5,4695,2257296,3753,1767,1471,-310,568,4688,1898,5825,615,3391,5437,1086,-3940,-816,205,-2114,-85267.5879170137
1286,128.6,4939,2312110,8992,6901,6238,5790,-3153,3763,203,-2846,-1284,-496,-2541,550,-2986,737,3267,1132,-84572.5386210722
1287,128.7,6434,2219106,4973,2935,4011,2963,-595,3682,255,4020,2365,1999,-730,-979,2851,-498,5066,-1513,-84572.5386210722
1288,128.8,-1739,2254006,-2515,-6260,-2092,-2103,-131,-1464,589,-3763,-1117,2369,3414,1848,-1100,-3283,5200,-3211,-85615.1125649845
1289,128.9,5855,2239321,292,2195,385,264,1271,4581,2409,4530,3703,767,1109,-2466,1620,608,-1010,-1229,-85615.1125649845
1290,129,678,2250417,1821,-42,4126,-3193,-1492,-404,-733,-689,-1736,506,-2400,-2518,1747,1473,-495,1674,-84920.0632690429
1291,129.1,11856,2276333,12007,7647,7625,4638,-4319,6,-1339,4252,4925,-2352,-3222,2853,27,-971,-5506,-3267,-84920.0632690429
1292,129.2,1487,2298192,639,-1950,322,5213,-25,1014,-2961,-1345,-3652,2870,1230,1611,3145,2948,-771,-1699,-84920.0632690429
1293,129.3,6263,2308949,3767,2638,3047,1380,5693,-2416,-1376,782,3212,652,1995,790,1834,1545,3983,-1329,-84572.5386210722
1294,129.4,8539,2223400,4464,6400,1819,7572,-4200,-5809,1599,-946,3642,-612,810,-4874,-3010,2527,1054,229,-84225.0139731014
1295,129.5,5363,2263283,8135,3677,7335,3592,-4423,1468,-2484,1776,-217,-2766,2058,2840,951,1263,-359,-2826,-84572.5386210722
1296,129.6,5338,2240151,7709,5064,2115,4021,3399,-2227,2005,-1798,283,-4632,-213,-766,-1308,1953,2636,-35,-84572.5386210722
1297,129.7,2856,2260194,2968,2068,-2420,-3357,-1472,810,1307,2174,-868,-96,-4733,-1160,-753,914,137,1205,-84225.0139731014
1298,129.8,2086,2263015,1819,-728,-1461,-1353,-3452,-56,1329,1174,2059,-695,-3385,-21,-3649,-2014,-88,503,-84225.0139731014
1299,129.9,8070,2277870,8301,5684,9591,6049,274,2219,2811,1270,1979,271,-3433,2404,-2363,-764,0,-1084,-84225.0139731014
1300,130,5432,2268341,6007,1455,957,1,1411,-2024,-1076,-1502,613,-3569,-457,-764,-1969,1282,1445,-942,-84572.5386210722
1301,130.1,4884,2239582,5810,2942,1750,3112,-1189,-1388,1776,1329,-1570,-1826,1573,647,727,2660,1712,-1829,-83529.9646771599
1302,130.2,4493,2235280,7740,2998,3943,3852,1583,408,2740,-452,-2355,6168,-6083,-2741,-572,457,3594,-4298,-83529.9646771599
1303,130.3,8105,2238597,4787,6308,5327,4134,202,4032,-1870,-340,-444,-1252,2055,-1644,1305,1193,-1701,2032,-83877.4893251307
1304,130.4,517,2298801,3762,3083,-459,444,1375,3492,-175,1555,3930,-1788,3282,-433,-1153,2459,-1307,2802,-83877.4893251307
1305,130.5,8542,2258199,7500,8519,7614,6661,-961,-102,2003,2962,2634,2005,-228,-3856,1931,5550,-2001,705,-83877.4893251307
1306,130.6,2201,2293247,612,1860,3178,1332,3305,-228,-3266,2536,3338,1824,1371,1782,-1840,778,405,162,-83877.4893251307
1307,130.7,2752,2237706,2714,2357,3944,4350,-3343,-837,1454,1152,471,2919,-4134,3187,-633,-218,-1973,3338,-83529.9646771599
1308,130.8,4462,2264535,1421,1811,3891,4825,628,-1714,2431,3537,-281,-1326,-3906,-6108,1683,12,2825,4036,-82139.8660852769
1309,130.9,6917,2241211,10286,7474,4346,6819,2264,-161,-2122,521,1683,2721,-1103,176,2750,-242,3944,3315,-83529.9646771599
1310,131,5810,2241265,7059,5661,3037,2329,-1291,-6288,-905,2489,-887,254,-2692,2336,-4275,1677,-1173,572,-83529.9646771599
1311,131.1,2894,2271470,2183,1677,6410,6361,2,2509,-3172,-1494,4429,4924,4018,-309,-614,807,2405,-178,-83877.4893251307
1312,131.2,8105,2277719,8506,3569,2723,1605,-1871,2883,5720,293,1958,-369,963,-1449,-348,-487,-772,-3263,-83182.4400291891
1313,131.3,3184,2295631,3920,2393,2551,2009,1049,2120,-1285,510,4135,-537,512,1351,1706,4406,-2674,851,-83182.4400291891
1314,131.4,4573,2249328,9349,6290,4006,4627,1397,612,3449,79,-1047,351,-507,593,170,654,-1535,-722,-82834.9153812184
1315,131.5,3141,2242213,7033,7154,3508,1636,-317,-308,254,1751,238,-4067,-2369,-1840,396,2233,687,-2175,-82487.3907332476
1316,131.6,6877,2252022,7335,7761,6415,4836,2437,2898,-2661,-681,-193,-3240,1824,-2722,898,913,-457,1356,-82487.3907332476
1317,131.7,1274,2265114,1432,-3293,-3632,-2377,-152,-1275,-1526,-1426,888,-401,-2705,3610,2499,2306,1890,-235,-82487.3907332476
1318,131.8,5915,2276946,5549,6201,6057,2266,-402,-2380,2598,1794,1687,-2715,1156,-627,-2384,-412,-5,224,-82487.3907332476
1319,131.9,10845,2303016,6489,5907,5642,5213,-3108,-5419,2024,-658,3450,88,1560,1052,-546,-1503,1289,-2511,-82487.3907332476
1320,132,12553,2277736,8677,9339,7924,9863,1555,-793,-668,-2221,-2079,1465,597,2561,2148,2280,-3036,1285,-82487.3907332476
1321,132.1,8396,2235902,3823,2976,-2605,4293,64,-8380,4827,-1264,1557,3327,-2171,-2717,9,-651,1826,2177,-83182.4400291891
1322,132.2,5996,2235650,5980,4345,4203,4693,680,-4938,4795,3489,77,1065,1939,1425,-618,452,-1514,-849,-83182.4400291891
1323,132.3,3514,2232906,2095,3194,3183,823,1191,1998,-3594,-2564,4811,-428,-766,-999,-738,4787,3400,1993,-82487.3907332476
1324,132.4,5721,2294942,7462,7150,8330,5106,1606,-1510,-4590,-433,3012,3092,-1014,-512,590,-1823,1632,-137,-82487.3907332476
1325,132.5,5958,2271164,4492,2348,798,5981,-1123,-2265,-139,4428,507,502,2307,-1825,-1875,2665,-1661,-51,-81792.3414373061
1326,132.6,7573,2309702,7419,4679,6396,4602,3030,80,2599,1453,3122,-1307,-769,-2845,-598,-2769,-1275,-1640,-81792.3414373061
1327,132.7,3254,2244700,2302,-466,2574,453,-945,1397,1006,-759,-957,2785,1674,-60,-288,2249,3195,-4258,-82487.3907332476
1328,132.8,6592,2265462,8873,8910,7388,7244,-1789,-981,5427,-4571,-1432,-5791,1729,4644,1448,7996,-282,-12,-81792.3414373061
1329,132.9,3236,2244321,4669,1734,3342,4010,1551,-3037,715,-2359,-1620,775,2118,1129,-445,-200,3790,-1996,-82139.8660852769
1330,133,2704,2253942,2558,4571,3216,1348,-3807,-564,-1636,-2097,-2903,1710,2119,1465,-1138,-2595,-603,-545,-82139.8660852769
1331,133.1,1683,2284341,7411,849,3676,4154,3394,-1320,265,-352,-1564,-1440,-2645,1066,-52,1851,6966,-4389,-81444.8167893353
1332,133.2,6289,2297849,4985,5649,3313,4720,-1936,-3764,1254,-818,182,-502,-274,-2,-153,482,693,59,-81444.8167893353
1333,133.3,11357,2291124,12826,10972,8298,9875,583,619,1212,-1957,6320,3031,771,-468,2633,-291,210,-2535,-81444.8167893353
