"Scan","Time(sec)","O 130.603","Ar 425.118","Cl 134.724","Cl 135.165","Cl 136.345","Cl 133.573","Cl 139.653","Br 154.065","Br 153.174","Br 148.845","Br 144.990","Br 157.480","Br 163.340","I 178.276","I 142.549","I 161.760","I 183.038","I 179.909","Analog_Temp"
752,75.2,-2463,2255997,-1731,-4501,-3702,-496,1611,-1786,-1100,1067,-317,-1664,-91,690,-107,3479,-814,89,-128708.168913359
753,75.3,4090,2231644,6358,3680,6815,6081,-1231,-412,1307,-33,389,-950,-2964,-4180,1736,3271,2660,-1579,-128708.168913359
754,75.4,1980,2270285,942,715,147,-650,1169,-1396,1361,2221,-2367,-750,-2506,-486,-3217,-98,-726,-58,-128360.644265388
755,75.5,10691,2201780,5499,9455,9556,12500,121,-565,2261,2392,-2568,-4662,-1704,-784,3544,1683,243,-716,-128360.644265388
756,75.6,3710,2214916,4867,4207,2341,1841,-2817,-1752,-1072,-550,524,1034,-635,1054,-3127,4576,5755,-1266,-128360.644265388
757,75.7,4683,2229694,3297,2777,-1136,966,-4202,206,-1235,1963,-1434,3597,1615,-3790,981,1317,-1002,4225,-128013.119617417
758,75.8,5955,2231270,3883,2995,6746,5184,2061,476,194,4253,1087,-6601,-1907,978,2539,2747,1821,2424,-128013.119617417
759,75.9,4572,2256993,6456,829,4292,623,-327,345,290,5261,864,2647,-4411,1944,-2744,-533,2422,-586,-128360.644265388
760,76,3061,2251964,-1604,672,82,-1043,-697,1388,-2271,-569,-276,-1017,1896,-1310,1293,2873,-3001,-1132,-128708.168913359
761,76.1,3439,2223618,3818,3189,2533,1525,128,2889,2709,-344,1179,1825,-3708,-301,847,1828,3212,-624,-128013.119617417
762,76.2,4719,2223773,1745,1132,1257,-1428,909,1853,598,991,1167,2378,-6734,1362,1090,2058,1105,-105,-128013.119617417
763,76.3,11412,2233611,9262,10741,7301,5841,141,-1298,-1650,-4363,1154,1849,-2745,-640,845,2433,5169,-3563,-128013.119617417
764,76.4,372,2201183,479,2788,-698,590,-3088,-2760,329,-2546,232,-437,-2813,-70,1447,921,5260,73,-128013.119617417
765,76.5,5501,2242054,3605,6606,5765,4701,-3133,1572,1022,-2323,-700,-4247,1359,3170,-3500,2811,57,1228,-126970.545673505
766,76.6,4276,2237006,5451,3954,2446,2116,-759,1425,-53,1369,511,-4747,-2183,-1727,-2458,2016,708,-1733,-126970.545673505
767,76.7,6041,2304402,8798,7927,4715,7463,-5360,543,-765,2097,2352,-2776,-498,3935,1793,2818,-517,1908,-127318.070321476
768,76.8,6010,2209040,10653,5244,4566,1499,-872,-443,-1204,-831,45,495,2289,854,669,998,5047,2205,-127665.594969446
769,76.9,6449,2223145,2106,-182,3588,3788,2904,5727,1262,2785,1486,2186,-6530,-2084,-1821,2164,4048,1457,-127665.594969446
770,77,5074,2202148,5078,3505,4695,1258,-1339,1059,-1778,1704,450,1930,-728,-2073,1332,211,-243,1335,-127318.070321476
771,77.1,2972,2214583,4637,-1748,5239,1062,2394,-190,-1539,699,3474,-147,-797,4934,236,2786,-1078,1321,-127318.070321476
772,77.2,5573,2261178,3040,6050,4592,3912,-687,347,85,-1684,-1938,-3694,-3120,83,-1125,1917,6522,-1827,-127665.594969446
773,77.3,7639,2250320,4243,4294,3431,2959,-2359,191,1585,1892,2759,2921,-10,1100,837,125,2344,2416,-127665.594969446
774,77.4,5100,2269574,5673,7768,6967,5030,1415,1108,-1727,3284,-648,-195,561,1396,526,3875,-1015,-3725,-126970.545673505
775,77.5,3322,2212293,3162,1791,3496,1821,49,-3428,-2983,-2054,641,-1084,-957,-1263,-5275,62,1829,-2902,-126970.545673505
776,77.6,2158,2232030,8451,4277,5752,4190,1258,-2489,-475,-1083,-1184,775,-843,-3603,-1804,-288,87,-2553,-127318.070321476
777,77.7,9687,2227703,4695,6534,3289,2350,-545,1850,-1404,2873,1493,-172,-904,-1265,2032,-1846,-1214,2555,-127318.070321476
778,77.8,4103,2246143,4062,-167,-4056,1759,461,-1373,-3159,-948,1415,-323,2641,3664,-2339,1588,4529,2039,-126623.021025534
779,77.9,4431,2248372,4762,3306,3995,990,-859,1149,-1850,-125,95,4650,3856,2686,-1908,2311,1928,-1889,-126623.021025534
780,78,5525,2233785,906,769,494,3665,3494,3102,3267,3733,1503,2552,312,-2698,-3099,-2522,-2142,379,-125927.971729593
781,78.1,2674,2232518,4351,4022,1441,410,771,482,2009,921,5751,1906,-469,2750,1014,1690,1346,2141,-126623.021025534
782,78.2,2403,2218244,1024,-3864,-1691,-914,-2371,2170,-228,3542,2803,-597,-3663,2179,-2249,2318,5211,1740,-126623.021025534
783,78.3,2728,2241383,5603,-473,4474,1778,177,1378,-2523,2654,1697,-2724,-1330,1329,2786,4051,1678,878,-126623.021025534
784,78.4,8197,2200290,3048,5775,2293,8791,973,-1061,-3461,78,842,768,-3106,-1432,-2236,-722,442,-3088,-125927.971729593
785,78.5,6224,2250227,1594,-829,121,4029,-1467,152,2032,1050,-2057,-1392,-911,-3131,-2339,300,4731,1488,-125927.971729593
786,78.6,2056,2264473,2061,230,-2053,70,58,-141,2140,-3159,-431,1805,3238,1618,3815,1558,1177,-1987,-126275.496377563
787,78.7,9689,2290962,6984,5935,4929,4944,1210,903,814,541,1479,-2098,-102,424,1610,2872,-1623,-1697,-125232.922433651
788,78.8,3545,2222821,4439,-109,2349,1293,-1680,296,114,885,-382,-841,-82,2488,-1223,808,2562,-2492,-125927.971729593
789,78.9,5936,2218081,4049,2618,5544,1918,-923,-2542,-40,3409,3394,2044,-1192,3551,1182,-908,4243,-238,-125927.971729593
790,79,10626,2215487,9111,6862,3638,5499,-95,-3219,-4337,-1837,913,197,-3846,-1922,2013,1904,-2217,-1321,-126275.496377563
791,79.1,2899,2211043,-2356,3043,2014,-1638,1630,1738,-1279,3404,-3584,-521,-3438,2139,-1473,3149,3014,-1374,-126275.496377563
792,79.2,604,2247143,1362,551,-616,1008,-1912,-445,70,-266,-320,-4364,534,1559,-3671,523,1028,-415,-125232.922433651
793,79.3,7919,2249980,6294,10105,8857,5326,-117,-6766,-1501,-1514,-3200,-3688,563,249,-2607,1136,1555,-779,-125927.971729593
794,79.4,1497,2253802,5102,6009,6226,5539,953,-293,2049,2371,1377,-1962,-2567,-199,-1332,4374,160,-47,-125927.971729593
795,79.5,9027,2206371,8579,7593,5779,4370,3362,-1745,5004,-176,2499,616,-949,-1668,2524,866,1731,4787,-125232.922433651
796,79.6,1518,2227815,3035,2549,923,-445,-3145,2491,-2431,656,3587,-938,-2000,2802,-997,2070,-348,-1858,-124885.39778568
797,79.7,646,2243993,-321,-2398,-1155,-3663,-1016,-2201,45,-828,-2155,1043,-2039,-480,-27,108,2735,2381,-125232.922433651
798,79.8,3532,2220610,6686,2033,5038,2658,-944,1243,3898,-2413,421,3287,-819,2514,-873,3820,-1251,-1512,-125232.922433651
799,79.9,1738,2243782,5850,3622,5170,2165,852,-4031,5670,2732,-2183,-204,193,-2401,1758,2543,1052,-660,-125232.922433651
800,80,4189,2249291,5150,4827,4738,4706,-232,-2069,-1376,3600,5199,-2740,-2576,1802,32,2146,-65,-186,-124537.87313771
801,80.1,2890,2249647,4361,3705,3539,2158,715,-816,-1528,1362,-377,-345,3375,1424,1226,664,2864,-2555,-124885.39778568
802,80.2,5481,2234206,2731,2407,4360,3699,-2671,2801,-444,432,1643,-3395,-1314,3083,-625,-575,1711,-96,-124537.87313771
803,80.3,6147,2228828,8158,5055,1067,5249,323,2247,560,2006,2613,2100,-109,-1229,-719,-1603,-833,1005,-124537.87313771
804,80.4,8162,2204143,10452,7526,10823,8861,3103,-1606,273,-358,85,1140,-1840,-2394,1025,-1950,3718,3319,-124190.348489739
805,80.5,641,2256783,-1711,2786,5199,5027,174,2110,-2623,2507,2875,-2507,-746,-309,868,1331,-1768,-3461,-123495.299193797
806,80.6,8138,2235230,6710,9552,7018,4401,-802,1654,-563,616,-1631,-5047,-16,206,1584,-2133,3298,613,-123495.299193797
807,80.7,7717,2307422,11544,8653,9055,9146,1952,3788,-843,-2046,1896,4143,415,2440,486,3364,1031,406,-124537.87313771
808,80.8,8692,2216547,7006,8780,5686,4326,-700,-952,3963,303,-660,1620,-3612,-1512,3937,-767,1096,1379,-123495.299193797
809,80.9,6502,2228696,8723,4298,6221,4711,-160,167,-1627,-3757,-4757,-682,-462,3816,1438,4891,213,753,-123495.299193797
810,81,-5,2207908,560,2706,-974,924,1100,1431,-2311,459,1184,2470,-126,-1484,-771,-2953,-43,-471,-123495.299193797
811,81.1,1383,2212801,5715,875,-216,-694,-596,-4508,1997,-1185,2249,-30,-4386,3286,2439,2382,-1124,1840,-123495.299193797
812,81.2,4152,2260210,-192,2458,1825,-2184,-3872,10,750,2628,-204,262,-1638,-714,1700,3729,-3167,2283,-123495.299193797
813,81.3,2364,2263089,2155,1845,2660,1806,-2101,-1455,590,468,1675,2175,-553,760,-359,-931,-1413,2401,-123495.299193797
814,81.4,6538,2278748,7313,4787,5452,4101,-2579,171,3490,-864,1039,1922,-791,-525,-543,1835,2722,-1967,-123147.774545827
815,81.5,5637,2213554,5860,2673,6824,696,1570,1328,1198,1206,-2967,1124,-855,-2265,-4651,-721,-3686,-2663,-123495.299193797
816,81.6,-2397,2243443,2377,-933,1606,-1307,-1730,489,-386,-2444,-996,-5863,-2837,424,-2459,3010,3411,385,-123147.774545827
817,81.7,7398,2226465,8794,8108,4375,8340,-2620,-2497,-314,2128,-213,-4715,4135,473,1438,680,2638,1276,-123147.774545827
818,81.8,6686,2238183,6173,5515,559,4500,-2826,3941,2507,739,2896,6,-2492,-4127,-1653,252,-214,1768,-123495.299193797
819,81.9,6037,2253607,5113,4288,3439,4045,693,-369,-982,-1022,554,-1205,-2469,572,1753,5281,-2144,-3496,-123147.774545827
820,82,2028,2249402,3193,870,5082,2407,730,-348,-813,-1450,1368,-967,644,2567,2172,2062,-5436,1598,-123147.774545827
821,82.1,-966,2244792,960,-1601,-546,-1320,-2116,-784,2943,-2631,-1141,2981,1879,-2684,150,205,-2511,-1266,-123147.774545827
822,82.2,5491,2222480,6540,8817,4752,7762,-744,704,-2892,2514,-974,1680,-1263,2679,3189,1156,918,-131,-123147.774545827
823,82.3,6588,2232621,9039,4591,7185,5583,-2816,-3500,-1268,-301,-1525,4523,-2831,-1466,-10,3998,-851,-2052,-122800.249897856
824,82.4,6516,2210758,6325,699,1239,2635,-2330,-798,907,2314,4,1177,3,-1106,2096,-9,3261,1592,-123495.299193797
825,82.5,9214,2256760,9615,6691,7986,9042,-991,1727,3361,-4139,1225,4660,-2950,175,852,-285,5238,4094,-122800.249897856
826,82.6,-882,2239344,2541,-1803,2151,1515,-973,-232,-2349,2052,1231,2106,1522,-702,538,-1870,1503,1723,-122800.249897856
827,82.7,2168,2322616,1584,654,-2493,-1307,-297,-88,2573,-2296,-302,-1656,-942,-2671,-3192,-266,1415,-882,-122452.725249885
828,82.8,548,2204129,5061,4722,1825,2669,3462,-1789,1005,890,-617,1292,-853,-1188,-3799,-2775,-270,-3069,-122452.725249885
829,82.9,5076,2217440,7807,7054,5052,5536,-1579,-854,-1986,7184,3156,1366,1976,-1853,-1559,-202,3854,2508,-122800.249897856
830,83,5071,2217004,8142,4721,6381,4265,1232,973,2314,2970,1918,3028,-872,-767,2003,773,-2026,4622,-122800.249897856
831,83.1,4476,2234814,3667,166,-1188,-760,-446,731,4607,1183,3316,3464,-542,-68,-1402,1187,-1971,-1909,-122800.249897856
832,83.2,1028,2256131,3583,-1069,2572,816,6507,-3249,-544,1882,1820,436,51,3236,-764,328,4015,413,-122452.725249885
833,83.3,7239,2258838,7721,5504,4559,5399,-7,3216,4401,-2781,-722,1101,79,-579,-145,1640,2521,1078,-122105.200601914
834,83.4,606,2247311,2110,4306,1910,4764,976,-2130,4104,161,1261,803,-282,-993,-836,3366,-3668,103,-121757.675953944
835,83.5,3440,2220592,4827,4769,3884,1718,-3798,-960,3278,-808,1069,-805,-337,-537,-3474,3706,770,1170,-121757.675953944
836,83.6,8087,2233671,5814,2232,2065,5906,-226,-2458,-631,428,2195,667,-1038,180,1376,503,-4303,3756,-122105.200601914
837,83.7,7855,2235821,6099,2344,3831,2931,2190,414,-1892,1262,140,2595,694,0,-32,1191,4435,-2474,-121410.151305973
838,83.8,4777,2241449,5548,5445,1051,839,-2718,-945,-2011,1764,2328,-1319,860,1839,1731,3265,2916,886,-122105.200601914
839,83.9,6786,2238086,2550,2475,3900,6781,3961,-1694,98,666,1562,1368,2817,-2290,1529,1353,-3541,1505,-122105.200601914
840,84,2988,2260281,-1054,-1864,-2256,-1661,1335,265,2704,5099,552,-1224,-391,1728,748,621,719,494,-121410.151305973
841,84.1,1089,2237022,-2905,-2787,-4617,-753,1063,-708,3471,681,834,-3017,-3345,1497,219,3174,1766,4774,-121410.151305973
842,84.2,8589,2224985,5387,7543,10371,7460,2764,1065,-1848,109,121,-3342,52,-1475,2862,1628,1665,1236,-122105.200601914
843,84.3,243,2208168,3071,-884,452,-1567,126,-212,-876,1239,3326,-1944,3679,-2317,-711,-334,44,646,-122105.200601914
844,84.4,1508,2216097,1292,-1169,1904,-3163,-1459,1848,1791,-1352,1863,-2368,-6308,-329,1322,-26,30,-3695,-121410.151305973
845,84.5,6864,2244989,3560,3107,1625,2279,-3098,-1216,-1612,3044,-1187,1516,-945,4948,-205,2135,1378,597,-121062.626658002
846,84.6,6486,2242852,241,5118,4584,2781,-756,396,529,-1920,-1010,56,1741,-397,832,1621,1025,-1361,-120367.577362061
847,84.7,4024,2295842,2538,2022,381,5923,-1853,222,1965,1788,5784,3064,-1557,-1901,-713,-365,-309,-590,-120367.577362061
848,84.8,4541,2218035,2935,-2731,989,-1339,5022,-1769,-1519,4221,4789,1776,580,-3084,-2923,1677,-545,2628,-120715.102010031
849,84.9,3776,2222039,4829,3610,-264,4508,1404,1161,1532,-20,2362,131,-2164,982,-1289,843,-1453,2908,-120715.102010031
850,85,4886,2209559,6402,3298,3743,2290,-2054,-1232,-1453,-818,-1086,-1524,-125,-2505,2068,-110,1512,-1690,-121062.626658002
851,85.1,3949,2214400,-4,-1684,-2343,-487,-1850,-4408,439,2555,1176,6086,-1741,1369,382,2114,667,3567,-121062.626658002
852,85.2,-874,2260537,-436,-2183,-2571,-3191,-339,1372,870,-373,1680,1653,4994,3246,378,4390,-1873,-130,-120367.577362061
853,85.3,-142,2275869,3747,-190,-966,-3368,-966,-1588,1518,1518,-822,-1917,-3205,-1356,2181,2019,-1852,1377,-120367.577362061
854,85.4,6597,2244216,5970,6846,3624,5265,350,-825,829,-2858,400,745,-3247,3855,1598,2389,-1179,148,-120367.577362061
855,85.5,5621,2228655,6678,5061,4833,4709,2930,2667,-1681,-674,1332,265,-2228,-637,-653,1569,1015,2955,-119325.003418148
856,85.6,1553,2227426,5187,3231,3485,2836,2422,-138,-3042,-3035,1268,1348,1061,-978,-928,6685,1138,2768,-119325.003418148
857,85.7,7326,2211731,4816,4627,3896,4490,-695,-645,-1056,3309,675,-5582,246,3542,-13,2526,1548,1285,-120367.577362061
858,85.8,4147,2245064,4280,3594,-178,-1391,-1265,763,-1738,-972,1630,-2463,1071,1869,-2275,2614,5369,-4151,-120367.577362061
859,85.9,2457,2238285,3117,656,2122,2757,724,2234,1028,524,-411,-483,-3848,4659,-2006,4501,2351,-3328,-120367.577362061
860,86,-217,2264571,4500,-985,-473,-1528,1360,-3199,586,393,-1647,4132,3514,-937,2549,478,1039,321,-120367.577362061
861,86.1,9671,2244377,6431,6707,5267,4167,6704,1094,3472,979,3629,2395,-4145,-2200,543,3073,-2207,-606,-120367.577362061
862,86.2,473,2247241,1052,3794,102,-2866,-2293,-1489,1352,-984,-1690,111,1646,-1135,-269,4993,3895,-70,-120020.05271409
863,86.3,5426,2217064,6280,6324,5078,3226,-69,-2325,-3024,-3,-795,1197,6183,-2353,2704,1192,1679,-496,-120020.05271409
864,86.4,7058,2209162,5067,4769,5238,1766,337,232,2964,-2799,-1853,-2070,106,-4065,1114,-955,-661,1833,-119325.003418148
865,86.5,-3506,2261707,445,-850,661,-3882,-2018,2624,-2902,-484,-2172,1693,-969,34,-1101,3473,1162,-68,-120020.05271409
866,86.6,2231,2233683,2081,-4174,-1625,-5010,-2353,-2651,5402,2103,3890,2102,-189,5560,-1916,4022,427,4052,-120020.05271409
867,86.7,777,2288328,2424,788,252,1021,637,659,3405,-1683,1379,1868,468,-468,265,-908,-1350,1718,-120020.05271409
868,86.8,4399,2220375,6295,5564,4322,3127,2026,-940,-56,3028,209,-1120,-1662,-212,-3740,155,-2193,1100,-118977.478770178
869,86.9,4743,2231805,5370,2766,1985,5462,-173,-1251,39,-1157,-1381,-667,-1500,1683,1569,834,1202,-1334,-119325.003418148
870,87,610,2224763,4018,1731,-1758,653,2625,-2805,-640,158,-37,669,-4334,384,1049,-2750,3272,590,-119325.003418148
871,87.1,4958,2228413,2064,-118,1700,2943,788,-706,-570,2106,3259,-1220,-3500,-340,-90,2694,-3470,888,-118629.954122207
872,87.2,-955,2266540,1329,-2357,-1105,-2892,190,-2553,-1768,-1400,-2502,3433,1103,-2,-394,1648,4468,-1415,-118629.954122207
873,87.3,3528,2268849,3677,3462,4418,383,-3674,-1753,-2323,-1237,-1499,2073,-788,1827,3637,1261,2150,-383,-118629.954122207
874,87.4,4043,2257315,1615,2114,3105,3873,-1265,-2782,-816,2312,-1830,4029,-2496,223,-2089,2619,1716,-1949,-118977.478770178
875,87.5,900,2229317,419,2994,-12,947,-2894,2582,1645,2015,760,1504,-119,1605,-2708,3974,3261,4000,-118977.478770178
876,87.6,6259,2247495,5021,3643,4246,2328,-1442,1114,316,110,1452,-672,-4294,1457,-804,2061,-2105,-375,-117934.904826265
877,87.7,2109,2224642,13621,6910,3514,9909,-3636,-682,3715,3658,955,-750,-771,78,-3342,2744,2953,-2370,-117934.904826265
878,87.8,3584,2248432,2199,2927,5360,2161,-3417,-1142,-905,-2772,132,2203,574,314,-868,5833,3391,1843,-118282.429474236
879,87.9,5274,2238768,4839,6798,5730,2384,3816,3154,4484,-1651,-2867,-3123,-1781,964,3306,-415,2076,4193,-118282.429474236
880,88,598,2277004,2271,665,-1196,-1422,286,-1081,-2405,-3948,-826,1177,-532,2769,-923,605,-997,937,-118282.429474236
881,88.1,2656,2232205,2706,-3997,2122,5943,736,-11,-2213,207,3512,3340,2369,-1326,-814,-266,-3364,2483,-118282.429474236
882,88.2,5076,2227873,4504,3353,4703,-1862,632,-1143,-78,777,-178,454,279,3464,-229,-2366,4624,-3288,-118282.429474236
883,88.3,8039,2205356,7359,6637,9907,9524,-1733,-2064,-2761,543,2247,2781,-35,1437,1509,316,1804,-4826,-117587.380178294
884,88.4,4107,2196218,3743,3564,2980,1761,2283,1115,1736,4532,2314,411,-3892,-934,629,993,2015,4110,-117587.380178294
885,88.5,5436,2251658,1148,538,153,4114,1550,-544,-2980,-4725,2621,-4126,-3618,1503,267,2749,-896,1520,-118282.429474236
886,88.6,6260,2245764,6244,8434,7989,4012,-2156,-665,-1033,-269,528,906,-4039,233,193,1717,2629,259,-117587.380178294
887,88.7,3316,2277045,-530,-2423,-1853,2386,6736,223,2262,-1154,-519,-3190,972,3127,-602,-448,3488,298,-117934.904826265
888,88.8,-116,2217615,3540,3189,1545,2471,-2329,2980,983,-905,785,-3616,1341,-1394,3696,-507,842,1068,-117239.855530324
889,88.9,1452,2237015,5188,517,511,3730,1384,691,1065,-3387,81,-4318,-1778,-1002,-723,-1203,2909,3663,-117239.855530324
890,89,3642,2217839,5953,3324,1304,3847,6871,487,1608,467,3150,684,3110,-3071,-1807,769,64,1385,-117934.904826265
891,89.1,-2143,2223264,-1328,-2119,-1660,-2739,2577,3567,3024,4126,3104,4918,-1730,3495,3059,-2172,3475,-2730,-117934.904826265
892,89.2,4357,2250219,4669,-173,2674,1980,-267,184,-2318,1241,-2669,4963,-3975,3170,1161,-725,1256,-486,-117239.855530324
893,89.3,7086,2279688,9047,2242,4520,2616,2116,-2249,-1905,626,1963,2970,-2238,1137,-2877,1162,1780,-1392,-117587.380178294
894,89.4,1492,2248694,617,1977,-573,5104,-3802,668,1475,2305,-2320,-840,2029,3563,691,65,-1162,1072,-117587.380178294
895,89.5,5591,2222072,1964,3274,2068,1938,5487,-4325,225,5962,-986,-164,424,493,3092,840,19,898,-117587.380178294
896,89.6,5439,2233209,8529,8058,4866,6456,-1524,133,1757,275,611,2195,-3893,-1035,3092,625,895,249,-116544.806234382
897,89.7,4937,2215119,4801,4118,3452,3074,-2236,2260,2872,3652,1443,3190,-4384,146,2479,-1852,1147,1706,-116544.806234382
898,89.8,12530,2280043,13183,9555,7832,8232,-741,941,-1945,1606,-1307,728,-2512,-808,-1932,-27,3798,-2401,-116197.281586411
899,89.9,6227,2245315,6321,3127,5224,4851,2573,1190,-632,1518,136,5034,-2148,3689,446,1568,1554,1047,-117587.380178294
900,90,8984,2279465,5044,7332,5246,6098,2402,1813,553,-1165,218,-2048,1799,-1013,-47,-3054,1755,50,-116197.281586411
901,90.1,3200,2224100,3731,2226,2204,2411,-1155,2174,-3077,4093,-414,726,-3561,-2352,2769,3454,-1380,-4263,-115849.756938441
902,90.2,5148,2247431,2232,5836,969,3023,-502,2257,-3181,-343,-213,-2213,1346,-77,253,-201,633,-4892,-115849.756938441
903,90.3,5742,2225960,2842,2257,450,2159,1222,3430,1779,1173,-1594,612,-2875,2505,-2435,-2663,167,-1114,-116197.281586411
904,90.4,3342,2220935,789,-344,-4506,2935,4214,3416,-285,399,1168,-1857,2424,-1445,-818,-1,-1004,3321,-116544.806234382
905,90.5,11080,2240482,10760,12677,9578,10857,-1160,885,570,1746,2026,1553,3444,322,104,2220,-1237,-2993,-116544.806234382
906,90.6,7170,2249452,9055,6962,6331,8778,-6150,-2131,-171,-2016,1204,-1769,-2804,1619,-2113,-395,3394,-742,-116544.806234382
907,90.7,7561,2299643,8139,9138,6435,8586,-973,-870,3945,-1686,2023,5259,-240,1185,3127,-265,-2962,-287,-116544.806234382
908,90.8,7414,2218932,4002,6307,7026,4733,-4349,2325,-1616,356,-5512,-302,56,-467,-2602,2389,2333,-1671,-115502.23229047
909,90.9,-1780,2269115,168,-3201,-4716,-3665,-1005,-511,1182,970,-1144,-1251,2619,-1250,1285,955,1043,638,-115502.23229047
910,91,5477,2209931,3127,4704,4152,4255,-753,-87,-1291,3554,-557,1321,-1179,3933,-164,-322,-2796,-1488,-115502.23229047
911,91.1,418,2220815,4338,1366,-858,-1554,-1387,301,2876,-3999,91,-3273,-1213,1880,1547,5561,2437,2362,-116197.281586411
912,91.2,4772,2247015,8202,7804,5133,5350,1794,196,-1706,1998,-677,-1184,-1884,142,-731,1061,-175,1993,-115502.23229047
913,91.3,2417,2254671,3779,2405,4940,-289,-729,241,-1714,-131,-3195,-3110,612,-827,-704,488,136,-1510,-115502.23229047
914,91.4,7208,2236855,6676,7910,4439,4257,-1001,286,2960,19,20,970,866,1703,2876,1342,-1309,2490,-115849.756938441
915,91.5,6553,2279356,4590,3212,2287,-374,-1592,2163,-2253,221,506,397,216,1072,-845,-1786,4768,-2870,-115849.756938441
916,91.6,4503,2303508,3265,2728,1794,1363,4973,-1347,-677,1614,18,-1113,156,-225,-161,1706,1457,-1633,-115502.23229047
917,91.7,3662,2284067,1988,3279,-92,1437,-2357,-1153,2584,977,1289,-698,-1128,1190,15,-5196,-2660,-270,-115502.23229047
918,91.8,5480,2326120,1492,1854,1597,674,-1444,-103,-37,-1488,1539,-1880,-432,-1647,-1341,1714,630,1991,-115154.707642499
919,91.9,13551,2279139,8168,4213,6717,6592,-1275,3197,-3494,-608,-1418,1495,-1903,-2094,-467,131,3719,647,-115154.707642499
920,92,2061,2294744,-1511,-2057,1040,-2627,-3075,418,-499,1414,-652,3503,-422,2021,1036,-594,3829,4072,-115502.23229047
921,92.1,1531,2248284,1654,2119,1173,971,-110,-598,4396,952,-1684,-1808,-613,30,1167,430,6914,-1860,-114807.182994528
922,92.2,3981,2259403,1228,5254,2558,3933,-2016,169,3286,-3069,1300,-2021,-888,1792,1578,-553,2980,1015,-114807.182994528
923,92.3,11717,2245719,7188,5052,7114,8248,-3985,8,-1582,1119,161,441,-1707,-2888,3520,-1189,-1670,-2726,-114807.182994528
924,92.4,1549,2258567,3450,2801,-1757,-1743,2472,1819,-508,-856,4781,-383,456,-1081,2656,-182,-748,-2332,-114459.658346558
925,92.5,2349,2254495,1971,824,2503,-679,844,2401,-531,1946,-1663,-1130,498,840,-5125,-431,1624,2897,-114459.658346558
926,92.6,4485,2250173,4181,2491,-733,5359,-311,1224,-2351,-774,2366,-851,-937,2158,1149,405,1197,558,-114459.658346558
927,92.7,6866,2286587,5941,1846,2940,4216,5608,1348,-1464,-2471,2706,3575,-2074,641,2526,1633,-1716,-2533,-114459.658346558
928,92.8,7251,2227980,7953,4398,4505,6003,593,-2211,-2658,1000,-639,239,467,1449,3129,525,4502,-489,-114112.133698587
