sep=;
Number;Time 80Se;80Se;Time 117Sn;117Sn;Time 122Sn;122Sn;Time 124Sn;124Sn;Time 121Sb;121Sb;Time 125Te;125Te
449;84.175;737133.972133994;84.206;22314.1817782292;84.269;15773.7546032977;84.3;18676.6026192601;84.238;500.007125101533;84.332;933.358160660407
450;84.363;744710.768951059;84.394;24350.2202110497;84.457;12437.7406467315;84.488;18843.4475538078;84.426;966.693299067056;84.52;700.013965278607
451;84.551;650783.846871321;84.582;18409.6540225694;84.645;15039.7771258429;84.676;25718.8377627193;84.613;800.018240415881;84.707;700.013965278607
452;84.738;716435.77233914;84.77;21546.5564550298;84.833;11236.9308367407;84.864;18009.2387394733;84.801;1233.37668652386;84.895;1300.04816678458
453;84.926;694444.125759552;84.958;20712.2191737015;85.02;12404.3837092028;85.052;19811.1794485628;84.989;600.010260175449;85.083;1633.40936853944
454;85.114;775920.608473848;85.145;24483.7391779955;85.208;13471.8371577678;85.239;20445.2396186252;85.177;766.683418699365;85.271;833.353125470063
455;85.302;715776.323776339;85.333;23549.1277333041;85.396;13405.1194151046;85.427;16974.8748674088;85.365;900.023085592145;85.459;966.693299067056
456;85.49;693230.862703272;85.521;23148.5952021501;85.584;13838.7892760054;85.615;21246.1904654935;85.552;966.693299067056;85.646;1133.36994118243
457;85.677;776059.904547153;85.709;20011.406501706;85.772;14339.190892813;85.803;17475.3659038136;85.74;966.693299067056;85.834;866.688073862091
458;85.865;707275.083743441;85.897;20545.3564759431;85.959;15673.6649580704;85.991;19877.9215458459;85.928;1000.02850081227;86.022;866.688073862091
459;86.053;774249.139990997;86.084;19544.2135970428;86.147;12471.0976476609;86.178;15473.4873799037;86.116;1166.7054596232;86.21;1133.36994118243
460;86.241;716678.733196358;86.272;16674.587095537;86.335;16307.5756842841;86.366;19877.9215458459;86.304;600.010260175449;86.398;733.348660320334
461;86.429;774353.602206661;86.46;23882.9118232889;86.523;13271.6846906482;86.554;18976.9246432826;86.492;1033.36376589624;86.586;1333.38400192541
462;86.617;730359.276604044;86.648;16507.7627754452;86.711;11070.1581945612;86.742;19010.2940742412;86.679;933.358160660407;86.773;966.693299067056
463;86.804;708662.765535783;86.836;17408.6329410755;86.899;16974.8748674088;86.93;19944.6638968932;86.867;866.688073862091;86.961;1366.71990040679
464;86.992;713763.420519199;87.024;21146.0696110601;87.086;10202.9660022168;87.118;17775.6673758424;87.055;966.693299067056;87.149;1000.02850081227
465;87.18;712097.74070344;87.211;24216.7022595484;87.274;13671.9919075146;87.305;25218.1116477854;87.243;866.688073862091;87.337;1166.7054596232
466;87.368;724455.222022867;87.399;23448.9937438051;87.462;14572.7165299341;87.493;20712.2191737015;87.431;1033.36376589624;87.525;1066.69909431913
467;87.556;713971.641394683;87.587;20311.7513637515;87.65;14639.4387112479;87.681;24684.0195323979;87.618;966.693299067056;87.712;766.683418699365
468;87.743;725427.520648844;87.775;28222.6825699815;87.838;18643.2338226549;87.869;25017.8252004553;87.806;966.693299067056;87.9;1000.02850081227
469;87.931;757577.808497018;87.963;27822.0434049898;88.026;23248.727478233;88.057;26052.6631067254;87.994;1200.04104140362;88.088;933.358160660407
470;88.119;709321.952079314;88.151;25151.3492447974;88.213;24717.3998135988;88.245;25318.2557282929;88.182;900.023085592145;88.276;1100.03448608114
471;88.307;700719.742192253;88.339;32596.9214993563;88.401;24483.7391779955;88.433;32763.8987745001;88.37;2033.45117182874;88.464;1133.36994118243
472;88.495;691463.112390594;88.526;25652.0734555963;88.589;26954.0232415736;88.62;44088.6624002125;88.558;1166.7054596232;88.652;966.693299067056
473;88.683;750969.255764001;88.714;45993.5434811044;88.777;30626.7095534015;88.808;39878.6055202502;88.746;1800.09234473728;88.84;1033.36376589624
474;88.871;667667.488547139;88.902;44188.9141495506;88.965;35335.5493294028;88.996;41549.1422479938;88.933;1833.42913000538;89.027;1266.71239498413
475;89.058;781562.965092323;89.09;43687.6611243245;89.153;32229.577082889;89.184;47330.4254828346;89.121;1733.41896423017;89.215;1200.04104140362
476;89.246;770036.337846162;89.278;52277.77364385;89.34;40246.1099681906;89.372;40747.2647897929;89.309;1733.41896423017;89.403;1233.37668652386
477;89.434;681379.877845021;89.466;58430.4739963523;89.528;49737.0694885277;89.559;61039.3342411766;89.497;2633.53097983337;89.591;1233.37668652386
478;89.622;716678.733196358;89.653;64819.5239612083;89.716;41415.4934626845;89.747;54083.2340972757;89.685;2733.54627658828;89.779;766.683418699365
479;89.81;718379.55152795;89.841;89695.3719260036;89.904;56658.0078740608;89.935;72583.170401151;89.872;2900.2397048116;89.966;1166.7054596232
480;89.997;764571.615101679;90.029;80919.5210593388;90.092;50037.9231711586;90.123;71980.6958128362;90.06;2300.15077488329;90.154;1200.04104140362
481;90.185;730880.316059884;90.217;92342.3849090285;90.279;63180.2268063284;90.311;73286.0835172083;90.248;2800.22345783193;90.342;1533.40034292832
482;90.373;745371.283815571;90.404;95090.3387463801;90.467;76231.9298674263;90.498;108870.090296639;90.436;3300.31039419257;90.53;733.348660320334
483;90.561;744676.005685354;90.592;104879.222481545;90.655;75227.6086125323;90.686;100486.960613424;90.624;2833.56214347642;90.718;1466.72797589606
484;90.749;720809.572326628;90.78;123130.581486931;90.843;98810.8138608173;90.874;109004.252837705;90.811;3333.65003008619;90.905;1333.38400192541
485;90.936;710501.609647314;90.968;120378.24590834;91.031;106455.339444084;91.062;124607.621888625;90.999;3867.09282029546;91.093;1233.37668652386
486;91.124;726955.525163103;91.156;178032.092747149;91.218;119170.039374443;91.25;169414.051458664;91.187;4333.86856610125;91.281;1166.7054596232
487;91.312;698535.161872443;91.343;178503.513383341;91.406;156999.361505796;91.437;147282.306708709;91.375;5367.48762389874;91.469;1033.36376589624
488;91.5;611094.072216235;91.531;169380.395493678;91.594;138780.078268685;91.625;154746.141499376;91.563;5700.92611544745;91.657;1666.74583709393
489;91.688;763597.1898806;91.719;259471.355069256;91.782;169750.614642592;91.813;221320.592941953;91.751;6134.40562743701;91.844;933.358160660407
490;91.875;700511.675432582;91.907;246181.889747102;91.97;152425.962302713;92.001;255513.904438807;91.938;5500.86226015928;92.032;1100.03448608114
491;92.063;767843.287211301;92.095;266475.169965246;92.157;189720.306321381;92.189;226891.074453033;92.126;6434.51310131046;92.22;1600.07296332713
492;92.251;658704.717298025;92.283;250069.630241888;92.345;245843.865782676;92.377;286215.815092284;92.314;7201.47774323291;92.408;1166.7054596232
493;92.439;779298.843319959;92.47;359172.722781461;92.533;214165.947218658;92.564;320263.433408677;92.502;7268.17190506821;92.596;1900.10289057152
494;92.627;689660.880139634;92.658;334695.773286384;92.721;238206.248554629;92.752;356621.462345651;92.689;6567.89584837469;92.784;1600.07296332713
495;92.814;724837.190186749;92.846;346284.113441221;92.909;331910.264708531;92.94;361690.326400262;92.877;8201.91678795335;92.971;1733.41896423017
496;93.002;786126.909960455;93.034;532115.811749439;93.097;367305.189941496;93.128;424678.561040054;93.065;9135.71135900008;93.159;1700.08236899078
497;93.19;714665.728472328;93.222;475627.759890214;93.284;359614.978605367;93.316;459438.122878676;93.253;10903.3871372142;93.347;1100.03448608114
498;93.378;733659.449195274;93.41;580101.436428744;93.472;350907.97143024;93.504;566914.017922063;93.441;8835.55768498053;93.535;2133.46304788664
499;93.566;793794.163790923;93.597;686542.061032845;93.66;365059.031096149;93.691;593091.79409861;93.629;14305.8303411555;93.723;1600.07296332713
500;93.754;704638.784725745;93.785;564539.253259666;93.848;547237.116928729;93.879;671683.16013678;93.817;10336.3773964766;93.911;1733.41896423017
501;93.941;735674.590406442;93.973;902953.801599109;94.036;413311.880237697;94.067;730463.483282511;94.004;11737.2582724997;94.098;1933.43986586994
502;94.129;804010.642400412;94.161;1159027.79746996;94.224;624452.319252079;94.255;989858.703762188;94.192;16274.2113910676;94.286;1866.76597861673
503;94.317;748778.536712975;94.349;961617.871468996;94.412;675838.252458679;94.443;950678.519061433;94.38;15840.4813505428;94.474;1900.10289057152
504;94.505;683215.919933415;94.537;844829.927754565;94.599;908601.12188472;94.631;1187614.52655682;94.568;15773.7546032977;94.662;1300.04816678458
505;94.693;795397.731164873;94.725;1363827.32666158;94.787;902041.978167835;94.819;982283.567029169;94.756;15807.1179452107;94.85;1166.7054596232
506;94.881;746101.354892078;94.912;1210288.09015208;94.975;921691.476786095;95.006;1268169.75763617;94.944;14572.7165299341;95.038;1500.06412774146
507;95.069;772194.84008486;95.1;1501010.56562599;95.163;1104436.19790498;95.194;1549318.02545589;95.132;20879.0834575989;95.226;2166.80046659548
508;95.256;808964.066642789;95.288;1379843.22016862;95.351;1030254.36330359;95.382;1723823.82543585;95.319;20144.8924726341;95.413;966.693299067056
509;95.444;744467.427507612;95.476;2107775.71358279;95.538;1226026.50137405;95.57;1556624.22981434;95.507;22647.9423885711;95.601;1133.36994118243
510;95.632;785220.996463881;95.664;1789467.32473969;95.726;1553279.73486163;95.758;1840053.68995385;95.695;20278.379458642;95.789;1566.73662145681
511;95.82;763214.394463932;95.851;1955050.72483199;95.914;1498002.37386455;95.945;1977131.82081869;95.883;22614.5660419876;95.977;1666.74583709393
512;96.008;798640.163922718;96.039;2781786.66196636;96.102;1620322.32362256;96.133;2382828.979613;96.071;23382.2380681081;96.165;1200.04104140362
513;96.196;727858.498210704;96.227;2417303.29539871;96.29;1724337.47935657;96.321;2091226.46999361;96.259;29458.044213722;96.353;1300.04816678458
514;96.383;767738.862919781;96.415;3023627.23222201;96.478;2132327.15637352;96.509;2576020.92876119;96.446;30159.2340835643;96.54;1766.75562281228
515;96.571;762762.010419419;96.603;3200701.38195336;96.666;1813231.54220804;96.697;2406526.95189436;96.634;28556.5555242857;96.728;1500.06412774146
516;96.759;765928.938504817;96.791;3196911.85734822;96.853;2405194.81046816;96.885;2774474.17468718;96.822;35936.7687049004;96.916;933.358160660407
517;96.947;732200.35052854;96.979;3216548.48484761;97.041;2128051.75149202;97.073;1852943.65366799;97.01;40947.7307223165;97.104;1366.71990040679
518;97.135;770140.775520315;97.166;3553127.17023191;97.229;2096803.64174137;97.26;3239584.8191432;97.198;46093.8061022492;97.292;1800.09234473728
519;97.323;791284.519957609;97.354;2925444.09472506;97.417;2552913.83523355;97.448;2875316.74804269;97.386;32262.9717122968;97.48;1400.0558622289
520;97.51;737655.20871058;97.542;3162806.13590191;97.605;2244286.31484169;97.636;3165496.39790241;97.573;43988.4112230257;97.667;1800.09234473728
521;97.698;783339.630004501;97.73;3953783.27166685;97.793;2528340.91778432;97.824;3562692.65622105;97.761;58631.1418040909;97.855;1533.40034292832
522;97.886;703563.56373102;97.918;3837686.01785466;97.98;2419548.86017813;98.012;3949598.85603402;97.949;42484.7122200567;98.043;1433.39188739193
523;98.074;781841.6459893;98.106;4755439.97677356;98.168;2698631.25151542;98.2;3757517.76392829;98.137;53682.0046302732;98.231;1300.04816678458
524;98.262;742729.370453463;98.293;5061702.4653167;98.356;2591697.68655284;98.387;3623060.99945428;98.325;54183.5428956136;98.419;1033.36376589624
525;98.45;719039.095990495;98.481;4416105.27349461;98.544;3539670.54431113;98.575;4631143.73105916;98.512;68198.9658405007;98.606;2066.78840050346
526;98.637;757299.504496472;98.669;4604547.9970414;98.732;3263552.33908485;98.763;3545885.5606618;98.7;81488.8136556809;98.794;1233.37668652386
527;98.825;688274.671181118;98.857;4971098.37703003;98.92;3297895.39943638;98.951;4503204.00363874;98.888;74323.768532402;98.982;933.358160660407
528;99.013;652374.65699316;99.045;5969121.35713066;99.107;3045130.47524915;99.139;4049412.42353896;99.076;80953.0083489347;99.17;1533.40034292832
529;99.201;751108.358079887;99.232;5267370.30070505;99.295;3116907.47138384;99.326;3702980.45384827;99.264;76600.1953689152;99.358;1466.72797589606
530;99.389;771707.413639108;99.42;6693609.56118714;99.483;3735082.55771131;99.514;5247175.23359825;99.452;93984.4032682241;99.546;1200.04104140362
531;99.577;718830.816166876;99.608;6345662.3019874;99.671;3881727.42541233;99.702;5432396.28670021;99.64;80316.7607515377;99.734;1100.03448608114
532;99.765;706754.730808875;99.796;5799626.2566096;99.859;3988190.91250206;99.89;3716014.52795544;99.827;98274.4806243839;99.921;1433.39188739193
533;99.952;758934.602388046;99.984;6846913.05657712;100.046;3030362.95929799;100.078;4131046.88768389;100.015;106857.774909514;100.109;1166.7054596232
534;100.14;715776.323776339;100.172;6522391.94948192;100.234;3678073.07752778;100.266;6016528.60787174;100.203;102364.434570388;100.297;1466.72797589606
535;100.328;699679.432586499;100.359;5466492.59359362;100.422;3664679.28399068;100.453;4384525.32887342;100.391;132800.731799286;100.485;1300.04816678458
536;100.516;717129.954965171;100.547;5126124.38360417;100.61;3534519.0852584;100.641;5580230.12723158;100.578;112996.056323936;100.673;1033.36376589624
537;100.704;767704.054957773;100.735;6331882.21251414;100.798;3798960.64996515;100.829;4624283.69205539;100.766;115780.791444983;100.86;1166.7054596232
538;100.891;731852.963603816;100.923;4983155.95531913;100.986;3217532.63821381;101.017;4988208.76120571;100.954;119975.501183274;101.048;1433.39188739193
539;101.079;789332.817450026;101.111;6671216.91579309;101.173;3866616.47885766;101.205;4848949.96942905;101.142;141434.48368833;101.236;1733.41896423017
540;101.267;752186.437641354;101.298;5163675.1274188;101.361;3263895.76968837;101.392;5047205.09663818;101.33;123499.829970305;101.424;1133.36994118243
541;101.455;790343.494025831;101.486;5361074.9091232;101.549;3630336.22363916;101.58;4010996.20511781;101.518;131692.424312991;101.612;1866.76597861673
542;101.643;739705.553079149;101.674;5840277.52055571;101.737;3148846.51751076;101.768;5201898.97617333;101.705;156259.466450093;101.799;1400.0558622289
543;101.83;708558.685669207;101.862;5223274.01439063;101.925;3225088.11149114;101.956;4947048.52718305;101.893;117659.897811141;101.987;1533.40034292832
544;102.018;735952.55871136;102.05;5532292.52082842;102.112;3616942.43010206;102.144;4487082.91197987;102.081;174429.508394366;102.175;1200.04104140362
545;102.206;753925.412322326;102.237;5483028.70096152;102.3;3204482.27528023;102.332;4498744.97828629;102.269;122358.541500903;102.363;1600.07296332713
546;102.394;743424.573041464;102.425;3971697.38798208;102.488;2947939.61445433;102.519;3959888.91453968;102.457;161203.900464662;102.551;1900.10289057152
547;102.582;812069.37468663;102.613;5336959.752545;102.676;2177503.87987803;102.707;3754430.74637659;102.645;154510.747076202;102.739;1400.0558622289
548;102.77;652651.334079832;102.801;4170130.67639698;102.864;3809606.99867412;102.895;4096746.69266501;102.832;215009.50463752;102.926;1400.0558622289
549;102.957;703875.718009931;102.989;4747171.92308961;103.052;2899172.46875516;103.083;3615857.95850031;103.02;229525.004863692;103.114;1233.37668652386
550;103.145;695033.454646348;103.177;3582065.35812574;103.24;2883718.09159697;103.271;4299803.84717678;103.208;183791.022403321;103.302;1400.0558622289
551;103.333;706789.420533839;103.365;3762929.03246224;103.427;2783092.924767;103.459;4031576.32212914;103.396;202933.605927512;103.49;1700.08236899078
552;103.521;715463.961882964;103.552;5074793.55031629;103.615;2136716.09347671;103.647;3198424.58512054;103.584;151013.828879639;103.678;1600.07296332713
553;103.709;661818.684333188;103.74;3080814.60353603;103.803;2066019.07589219;103.834;2807402.36190531;103.772;167697.679165603;103.866;1500.06412774146
554;103.897;691047.196524921;103.928;3762584.53022541;103.991;2514094.89904505;104.022;3419317.84104213;103.96;195044.884540652;104.054;866.688073862091
555;104.085;762135.651359143;104.116;4184944.27258073;104.179;2526923.4916426;104.21;3303383.18187831;104.147;256663.841484089;104.241;1766.75562281228
556;104.272;802197.0543466;104.304;3168662.67392804;104.367;1948216.12546776;104.398;2387910.9768244;104.335;224291.297702282;104.429;1233.37668652386
557;104.46;673518.206861817;104.492;2954382.2826189;104.554;1956276.76215134;104.586;3043387.7036352;104.523;237294.010651853;104.617;1300.04816678458
558;104.648;761857.276579905;104.68;3197945.36405871;104.742;1794843.83150542;104.774;2664027.54672639;104.711;267456.60241209;104.805;1100.03448608114
559;104.836;651337.156068586;104.867;2436939.9228981;104.93;1329108.60984435;104.961;2473102.14174471;104.899;226384.594414286;104.993;1133.36994118243
560;105.024;733346.775188377;105.055;3008813.63603826;105.118;1977057.42952534;105.149;2353656.6216987;105.086;218586.63598471;105.18;1733.41896423017
561;105.211;710813.884959053;105.243;2459470.4674583;105.306;1145586.62160254;105.337;2433113.44061703;105.274;192618.295141737;105.368;2166.80046659548
562;105.399;726851.338895177;105.431;2494127.29421212;105.493;1647668.46954674;105.525;2017495.89188219;105.462;222873.398986389;105.556;1866.76597861673
563;105.587;737794.207692643;105.618;2266260.34165588;105.681;1449324.03204341;105.712;2082246.62291717;105.65;209881.298025458;105.744;1466.72797589606
564;105.775;739879.32186374;105.806;2952659.77143474;105.869;1645768.62264528;105.9;2004490.85588694;105.838;230774.570789663;105.932;2433.50209670374
565;105.963;703702.298293883;105.994;2009222.29226001;106.057;1463968.18716569;106.088;1904260.17197521;106.025;300450.872979225;106.119;2333.48851031927
566;106.15;681553.081310927;106.182;1646316.63523813;106.245;1346926.93224256;106.276;1754558.2025596;106.213;213794.794725557;106.307;1666.74583709393
567;106.338;650507.198697356;106.37;1972668.87170417;106.432;1117598.41916214;106.464;1726575.71017702;106.401;237395.36809219;106.495;2533.51625320681
568;106.526;710224.036166061;106.558;1675311.53472545;106.62;1037390.32294797;106.652;1168955.06377329;106.589;214267.17198036;106.683;2300.15077488329
569;106.714;654761.137734657;106.745;1889113.08743529;106.808;1171553.41813911;106.839;1382291.83237443;106.777;166015.123451937;106.871;3300.31039419257
570;106.902;753195.022402709;106.933;1751434.68818854;106.996;1210145.40055264;107.027;1148359.38123537;106.964;165510.388054209;107.058;2400.16417122931
571;107.089;706720.041151149;107.121;1524259.17748437;107.184;1185227.60841176;107.215;1409212.22041211;107.152;165308.497941882;107.246;2866.90089246958
572;107.277;706546.593871081;107.309;1514390.32436995;107.371;971578.103256328;107.403;1532208.92374717;107.34;146475.595010243;107.434;1633.40936853944
573;107.465;607609.455580504;107.497;1432344.28373288;107.559;1022909.38991232;107.591;1283206.26177567;107.528;216426.771860877;107.622;3533.68917583334
574;107.653;681691.645291381;107.684;1294025.91369843;107.747;905338.789027904;107.778;1165431.86303939;107.716;187934.573567471;107.81;1633.40936853944
575;107.841;601056.079400159;107.872;1233847.24772322;107.935;942487.147766394;107.966;1067661.15366895;107.904;189686.611577117;107.998;1866.76597861673
576;108.028;649538.96381628;108.06;1192745.68256979;108.123;933948.181412077;108.154;1304242.41795654;108.091;175978.192774311;108.185;3233.63131245878
577;108.216;658462.542599283;108.248;1389783.74663416;108.311;728032.152093766;108.342;752082.104526542;108.279;207149.112187674;108.373;2766.88483553595
578;108.404;624417.788935083;108.436;1084976.49816095;108.498;830433.070487976;108.53;1066068.54996972;108.467;165947.824563845;108.561;3867.09282029546
579;108.592;652028.816658691;108.624;1328570.02078271;108.686;790448.050025058;108.718;1116072.38821434;108.655;153871.83520688;108.749;4533.91911568308
580;108.78;686195.559141223;108.811;1187650.1545801;108.874;610956.054658438;108.906;639963.180479545;108.843;173385.906512838;108.937;3467.00920717634
581;108.968;653688.911307806;108.999;1179172.65835389;109.062;803278.209776928;109.093;849025.357706428;109.031;218755.38649921;109.125;1333.38400192541
582;109.156;604642.892455351;109.187;1313137.2390253;109.25;756708.122843878;109.281;1031808.49057947;109.218;237834.590388311;109.312;3033.59558767189
583;109.343;631152.464039579;109.375;1189467.27657106;109.438;623658.138854908;109.469;774632.171090378;109.406;218924.138626843;109.5;3933.77430943342
584;109.531;572766.237505294;109.563;907548.691833874;109.626;445006.528343326;109.657;725566.424762426;109.594;126554.819036394;109.688;4934.02705753762
585;109.719;704777.527624316;109.751;979606.60520055;109.813;677050.336281868;109.845;817618.397334912;109.782;172914.622684851;109.876;5800.95889850592
586;109.907;622518.724328524;109.938;953456.696530196;110.001;471176.707412574;110.032;752290.771363615;109.97;162314.066131278;110.064;4567.26109569827
587;110.095;624486.849635852;110.126;765337.272078422;110.189;398644.944309807;110.22;557554.460820878;110.158;188069.339543509;110.252;3533.68917583334
588;110.283;682038.059939323;110.314;649573.542730068;110.377;448425.277985777;110.408;622277.039685334;110.346;218620.385958561;110.44;4233.84414662963
589;110.47;583373.977199956;110.502;521160.887738;110.565;529299.168887292;110.596;657424.688198684;110.533;201213.968594194;110.627;3467.00920717634
590;110.658;516801.398133985;110.69;615787.304249891;110.752;504929.777211613;110.784;560685.236198646;110.721;202630.128337555;110.815;4800.65672984064
591;110.846;536719.577321234;110.878;558758.540116323;110.94;337991.391837479;110.972;548474.882831245;110.909;146038.641596956;111.003;7068.09018002892
592;111.034;609886.454769106;111.066;592367.944420186;111.128;439127.817430965;111.16;514982.399243673;111.097;201281.402195174;111.191;3833.75217075799
593;111.222;642659.091347661;111.253;622104.409800238;111.316;349105.883275758;111.347;386920.118385222;111.285;177223.972406663;111.379;6834.66438422216
594;111.41;611715.16443317;111.441;617996.311051495;111.504;290044.597297611;111.535;432738.634908024;111.473;214942.018560439;111.567;6067.71577472412
595;111.598;563885.388101849;111.629;548990.644002318;111.692;297094.434582196;111.723;447228.640781419;111.661;194943.769984586;111.755;4667.28741589298
596;111.785;507296.607182572;111.817;386374.966204828;111.88;381367.164556697;111.911;429664.446373784;111.848;212107.836294669;111.942;5000.71260154572
597;111.973;548715.569519906;112.005;486760.2677293;112.068;290214.031587957;112.099;317548.072787427;112.036;209712.632329124;112.13;4533.91911568308
598;112.161;459506.546972083;112.193;508600.213179238;112.255;243139.906877818;112.287;391554.588505266;112.224;201348.836053873;112.318;6201.09573361613
599;112.349;626282.521613134;112.38;480045.675127881;112.443;257103.543071164;112.474;340200.139189918;112.412;265696.831250421;112.506;6868.01073636777
600;112.537;513609.692957388;112.568;350941.974855263;112.631;211702.990261981;112.662;346692.05237504;112.6;264072.582580993;112.694;8702.15770000172
601;112.725;537956.612673862;112.756;354512.697650551;112.819;254702.229222001;112.85;337345.810012924;112.787;236550.74052815;112.881;5634.23791022982
602;112.912;503454.955405015;112.944;332759.458706121;113.006;242227.414152206;113.038;278797.790865169;112.975;200269.925240048;113.069;5334.14412324007
603;113.1;465426.228085197;113.132;261095.180946936;113.194;247466.439797813;113.226;319652.440955749;113.163;253518.603022854;113.257;7468.25591152464
604;113.288;493545.951211964;113.319;398713.134563694;113.382;224932.765482935;113.413;266339.80424864;113.351;235571.02315341;113.445;4400.55182919938
605;113.476;519684.720543626;113.507;347949.923219409;113.57;199157.367557962;113.601;253146.622590952;113.539;272601.553526524;113.633;4067.13804796643
606;113.664;428571.529792857;113.695;349411.885326581;113.758;172645.323296456;113.789;243072.313207637;113.726;353356.384829176;113.82;4067.13804796643
607;113.851;518380.302563276;113.883;309438.412995902;113.945;230977.211434003;113.977;284454.176036811;113.914;319346.952636582;114.008;5634.23791022982
608;114.039;511619.456852772;114.071;273177.068793927;114.133;175069.165887884;114.165;267862.728328835;114.102;287503.277680193;114.196;5834.30328625467
609;114.227;501945.961929938;114.258;249968.200056741;114.321;131255.837484596;114.352;217607.914810392;114.29;220409.226911869;114.384;7268.17190506821
610;114.415;528337.490417222;114.446;241686.699963448;114.509;147114.238725238;114.54;199359.645554842;114.478;306351.611051879;114.572;5734.2703131025
611;114.602;492380.548747593;114.634;223075.948974312;114.697;149265.630005317;114.728;239929.493149197;114.665;243714.46351695;114.759;10536.4963895495
612;114.79;560754.050625071;114.822;242261.209338555;114.885;134412.939940755;114.916;177796.387155302;114.853;255852.113449259;114.947;7001.39677865734
613;114.978;356859.56444748;115.01;244525.634115639;115.072;141367.278615629;115.104;183151.048449283;115.041;294280.941493974;115.135;4967.36979786155
614;115.166;501705.90658374;115.198;173150.263024093;115.26;159084.687449234;115.292;187092.309545985;115.229;266915.115703269;115.323;7201.47774323291
615;115.354;447399.584019324;115.385;172376.028021522;115.448;108668.848402777;115.479;165981.473975773;115.417;320942.338643683;115.511;5867.64773736836
616;115.542;461662.040758983;115.573;148996.691727803;115.636;125849.774509118;115.667;154611.630015374;115.604;266035.235176273;115.698;6034.37094341706
617;115.729;486109.252378569;115.761;152997.572293445;115.824;95693.6055864877;115.855;150072.469469935;115.792;375203.037753218;115.886;4367.21016597182
618;115.917;487377.041094138;115.949;153670.078376762;116.011;101995.629231546;116.043;142913.06016188;115.98;296314.747104271;116.074;7468.25591152464
619;116.105;468951.598962645;116.137;190225.735209396;116.199;120076.186500727;116.231;159656.513476778;116.168;315715.439791658;116.262;6301.13136813715
620;116.293;398985.898199936;116.324;123097.013827006;116.387;87182.7534803053;116.418;146811.720395371;116.356;264613.982220956;116.45;6534.55006655573
621;116.481;454991.12176415;116.512;162583.207733201;116.575;84000.6186775877;116.606;138141.736634385;116.544;344516.486594951;116.638;7668.34219943724
622;116.669;426078.565560912;116.7;138780.078268685;116.763;112996.056323936;116.794;107930.981146785;116.731;311473.961573825;116.826;4133.82029736436
623;116.856;363425.63977487;116.888;129375.279495519;116.951;96967.2368564144;116.982;99246.5966548615;116.919;322198.381963995;117.013;3567.02925519046
624;117.044;436360.028408961;117.076;146139.476038097;117.138;84971.9461427557;117.17;94956.2822580002;117.107;490838.22168927;117.201;6467.85869302379
625;117.232;384944.021445793;117.264;131860.345206101;117.326;90130.9289596339;117.358;89829.3883260294;117.295;291603.453988464;117.389;4600.60313907153
626;117.42;412527.062814058;117.451;112291.554621732;117.514;87953.2516437434;117.546;97738.1637378978;117.483;299399.798542193;117.577;4400.55182919938
627;117.608;411605.799679163;117.639;130718.514708451;117.702;89695.3719260036;117.733;108735.928778368;117.671;306148.104567483;117.765;7134.78383488697
628;117.796;409422.255827603;117.827;98006.3201374442;117.89;87886.2504634496;117.921;122828.474851673;117.858;356995.624227659;117.952;6367.82210798816
629;117.983;400690.765932115;118.015;93481.7283077062;118.078;74558.0929803555;118.109;109272.58098827;118.046;215549.40254297;118.14;4867.34176696975
630;118.171;466008.037245381;118.203;80450.7057010283;118.265;77169.3481344811;118.297;114405.144332156;118.234;349071.883374104;118.328;6667.93357404574
631;118.359;443434.124387474;118.391;125044.043904309;118.453;70006.0627387922;118.485;74524.617868007;118.422;355328.96389485;118.516;5134.08444988835
632;118.547;472717.330255485;118.578;106824.238269207;118.641;54216.9792889804;118.672;90365.46413761;118.61;395781.190273923;118.704;5834.30328625467
633;118.735;502288.903756496;118.766;108467.608810165;118.829;59300.051046125;118.86;85809.3404670033;118.797;312322.175911976;118.892;5500.86226015928
634;118.922;446715.820935518;118.954;102465.019186282;119.017;68935.1680775665;119.048;101593.304951059;118.985;370266.470592515;119.079;7201.47774323291
635;119.11;289536.304164021;119.142;75227.6086125323;119.205;69002.0970826107;119.236;90164.4337935897;119.173;429391.210922692;119.267;5234.11400143665
636;119.298;415257.01211652;119.33;95324.9400592632;119.392;58296.6967308675;119.424;80484.1920978255;119.361;306012.434878;119.455;4600.60313907153
637;119.486;302010.646892315;119.518;92576.949576143;119.58;60002.4331537584;119.612;78073.3345136204;119.549;437077.561929319;119.643;5567.54995846758
638;119.674;397758.494856774;119.706;96464.4766556468;119.768;54517.9096925348;119.8;77403.710510724;119.737;465118.219179843;119.831;4167.16151709682
639;119.862;366828.708221512;119.893;79814.47627797;119.956;54116.6702997614;119.987;88991.8025784197;119.925;374113.470249431;120.019;4967.36979786155
640;120.05;444630.50604096;120.081;101258.041744689;120.144;58397.0295845061;120.175;76499.7585580764;120.112;441690.969627113;120.206;4300.52702958748
641;120.237;361145.949369655;120.269;89293.3288526262;120.332;50472.4986971286;120.363;86110.8121848503;120.3;325389.811746249;120.394;7868.43076884504
642;120.425;425429.769254113;120.457;67094.7202950859;120.519;47464.1192787336;120.551;71478.6494276197;120.488;374930.639600374;120.582;6001.02617547601
643;120.613;407034.31229115;120.645;49068.524194037;120.707;59634.5152152991;120.739;80651.6250383672;120.676;420615.758329412;120.77;7935.12746565332
