sep=;
Number;Time 80Se;80Se;Time 117Sn;117Sn;Time 122Sn;122Sn;Time 124Sn;124Sn;Time 121Sb;121Sb;Time 125Te;125Te
46;8.484;706269.081719277;8.515;100.000285000812;8.578;66.666793333574;8.609;133.333840001925;8.546;200.001140006498;8.64;633.344765206345
47;8.671;753925.412322326;8.703;133.333840001925;8.766;66.666793333574;8.797;66.666793333574;8.734;433.338685066094;8.828;866.688073862091
48;8.859;747874.508509456;8.891;200.001140006498;8.953;133.333840001925;8.985;166.667458337094;8.922;300.002565021931;9.016;1433.39188739193
49;9.047;747909.277981578;9.079;100.000285000812;9.141;100.000285000812;9.173;66.666793333574;9.11;266.668693348736;9.204;100.000285000812
50;9.235;917514.163252668;9.266;133.333840001925;9.329;33.3333650000301;9.36;66.666793333574;9.298;33.3333650000301;9.392;666.679333574005
51;9.423;812523.003977761;9.454;133.333840001925;9.517;0;9.548;266.668693348736;9.486;333.336500030084;9.58;800.018240415881
52;9.611;736612.750724514;9.642;166.667458337094;9.705;0;9.736;133.333840001925;9.673;500.007125101533;9.768;666.679333574005
53;9.798;727719.576316681;9.83;266.668693348736;9.893;100.000285000812;9.924;133.333840001925;9.861;433.338685066094;9.955;733.348660320334
54;9.986;698916.577313252;10.018;166.667458337094;10.08;0;10.112;66.666793333574;10.049;433.338685066094;10.143;533.341440123223
55;10.174;706685.35156066;10.206;200.001140006498;10.268;133.333840001925;10.3;66.666793333574;10.237;133.333840001925;10.331;800.018240415881
56;10.362;722719.105782413;10.393;100.000285000812;10.456;100.000285000812;10.487;233.334885010319;10.425;566.675818481135;10.519;1000.02850081227
57;10.55;782991.250463812;10.581;233.334885010319;10.644;33.3333650000301;10.675;166.667458337094;10.612;333.336500030084;10.706;1000.02850081227
58;10.737;771150.371069063;10.769;133.333840001925;10.832;33.3333650000301;10.863;200.001140006498;10.8;233.334885010319;10.894;666.679333574005
59;10.925;686091.609882628;10.957;100.000285000812;11.019;100.000285000812;11.051;133.333840001925;10.988;233.334885010319;11.082;1100.03448608114
60;11.113;730359.276604044;11.145;100.000285000812;11.207;33.3333650000301;11.239;100.000285000812;11.176;233.334885010319;11.27;1066.69909431913
61;11.301;687408.345129153;11.332;100.000285000812;11.395;0;11.426;133.333840001925;11.364;333.336500030084;11.458;900.023085592145
62;11.489;719490.377254171;11.52;333.336500030084;11.583;100.000285000812;11.614;100.000285000812;11.552;100.000285000812;11.646;1066.69909431913
63;11.676;739149.504295547;11.708;166.667458337094;11.771;0;11.802;33.3333650000301;11.739;166.667458337094;11.833;900.023085592145
64;11.864;651095.081186654;11.896;133.333840001925;11.959;100.000285000812;11.99;33.3333650000301;11.927;333.336500030084;12.021;966.693299067056
65;12.052;719976.385182774;12.084;233.334885010319;12.147;0;12.178;0;12.115;200.001140006498;12.209;1533.40034292832
66;12.24;694617.455769977;12.272;66.666793333574;12.334;100.000285000812;12.366;100.000285000812;12.303;166.667458337094;12.397;800.018240415881
67;12.428;710640.398002154;12.459;200.001140006498;12.522;33.3333650000301;12.553;66.666793333574;12.491;200.001140006498;12.585;1133.36994118243
68;12.616;705818.133650168;12.647;333.336500030084;12.71;33.3333650000301;12.741;133.333840001925;12.679;166.667458337094;12.773;2066.78840050346
69;12.803;696246.839952616;12.835;100.000285000812;12.898;66.666793333574;12.929;166.667458337094;12.866;366.670498373375;12.96;1100.03448608114
70;12.991;726504.055713229;13.023;66.666793333574;13.086;0;13.117;33.3333650000301;13.054;500.007125101533;13.148;1233.37668652386
71;13.179;634054.337683006;13.211;100.000285000812;13.273;33.3333650000301;13.305;166.667458337094;13.242;300.002565021931;13.336;866.688073862091
72;13.367;736647.498346627;13.399;33.3333650000301;13.461;66.666793333574;13.493;33.3333650000301;13.43;266.668693348736;13.524;1100.03448608114
73;13.555;684913.560503467;13.586;66.666793333574;13.649;66.666793333574;13.68;66.666793333574;13.618;266.668693348736;13.712;900.023085592145
74;13.743;646461.708465255;13.774;166.667458337094;13.837;166.667458337094;13.868;66.666793333574;13.806;166.667458337094;13.9;1366.71990040679
75;13.931;726504.055713229;13.962;66.666793333574;14.025;100.000285000812;14.056;66.666793333574;13.993;433.338685066094;14.087;1333.38400192541
76;14.118;697460.307552935;14.15;33.3333650000301;14.212;0;14.244;133.333840001925;14.181;200.001140006498;14.275;1100.03448608114
77;14.306;689730.193407409;14.338;200.001140006498;14.4;33.3333650000301;14.432;133.333840001925;14.369;333.336500030084;14.463;1166.7054596232
78;14.494;678123.96485267;14.525;33.3333650000301;14.588;0;14.619;133.333840001925;14.557;166.667458337094;14.651;1033.36376589624
79;14.682;688378.633126918;14.713;100.000285000812;14.776;100.000285000812;14.807;66.666793333574;14.745;233.334885010319;14.839;1733.41896423017
80;14.87;689418.285817377;14.901;133.333840001925;14.964;66.666793333574;14.995;33.3333650000301;14.932;466.672873415883;15.026;1000.02850081227
81;15.057;679301.567082661;15.089;133.333840001925;15.152;0;15.183;66.666793333574;15.12;166.667458337094;15.214;1400.0558622289
82;15.245;670679.157679564;15.277;133.333840001925;15.339;33.3333650000301;15.371;0;15.308;166.667458337094;15.402;1000.02850081227
83;15.433;626282.521613134;15.464;100.000285000812;15.527;66.666793333574;15.558;100.000285000812;15.496;333.336500030084;15.59;1900.10289057152
84;15.621;657009.56331276;15.652;133.333840001925;15.715;66.666793333574;15.746;100.000285000812;15.684;166.667458337094;15.778;1200.04104140362
85;15.809;656213.934231744;15.84;0;15.903;66.666793333574;15.934;166.667458337094;15.871;233.334885010319;15.965;1000.02850081227
86;15.996;705575.320165428;16.028;266.668693348736;16.091;33.3333650000301;16.122;66.666793333574;16.059;133.333840001925;16.153;600.010260175449
87;16.184;640516.154670379;16.216;0;16.278;66.666793333574;16.31;66.666793333574;16.247;266.668693348736;16.341;1866.76597861673
88;16.372;646427.135573138;16.404;100.000285000812;16.466;0;16.498;200.001140006498;16.435;200.001140006498;16.529;1433.39188739193
89;16.56;658393.350430914;16.591;66.666793333574;16.654;100.000285000812;16.686;133.333840001925;16.623;266.668693348736;16.717;1100.03448608114
90;16.748;633536.111380189;16.779;133.333840001925;16.842;66.666793333574;16.873;0;16.811;300.002565021931;16.905;1033.36376589624
91;16.936;636818.465264784;16.967;133.333840001925;17.03;0;17.061;133.333840001925;16.998;400.004560051985;17.092;1066.69909431913
92;17.123;653100.943482152;17.155;66.666793333574;17.218;33.3333650000301;17.249;133.333840001925;17.186;66.666793333574;17.28;1166.7054596232
93;17.311;661749.479171575;17.343;266.668693348736;17.405;133.333840001925;17.437;166.667458337094;17.374;333.336500030084;17.468;1133.36994118243
94;17.499;618928.317781937;17.531;100.000285000812;17.593;33.3333650000301;17.624;133.333840001925;17.562;333.336500030084;17.656;1233.37668652386
95;17.687;673829.837276243;17.718;100.000285000812;17.781;33.3333650000301;17.812;133.333840001925;17.75;133.333840001925;17.844;866.688073862091
96;17.875;665210.06550969;17.906;100.000285000812;17.969;0;18;66.666793333574;17.937;233.334885010319;18.031;833.353125470063
97;18.062;619135.436996253;18.094;33.3333650000301;18.157;133.333840001925;18.188;33.3333650000301;18.125;233.334885010319;18.219;1166.7054596232
98;18.25;636991.237442107;18.282;66.666793333574;18.345;33.3333650000301;18.376;33.3333650000301;18.313;333.336500030084;18.407;1033.36376589624
99;18.438;605574.202193119;18.47;33.3333650000301;18.532;66.666793333574;18.564;33.3333650000301;18.501;300.002565021931;18.595;1500.06412774146
100;18.626;583890.749059311;18.658;100.000285000812;18.72;33.3333650000301;18.752;33.3333650000301;18.689;200.001140006498;18.783;566.675818481135
101;18.814;603470.201175156;18.845;66.666793333574;18.908;0;18.939;33.3333650000301;18.877;233.334885010319;18.971;1000.02850081227
102;19.002;636991.237442107;19.033;233.334885010319;19.096;33.3333650000301;19.127;33.3333650000301;19.065;200.001140006498;19.159;1466.72797589606
103;19.19;663618.112586741;19.221;200.001140006498;19.284;0;19.315;33.3333650000301;19.252;266.668693348736;19.347;1100.03448608114
104;19.377;607160.989982691;19.409;66.666793333574;19.472;166.667458337094;19.503;133.333840001925;19.44;100.000285000812;19.534;1900.10289057152
105;19.565;645666.54887156;19.597;166.667458337094;19.659;66.666793333574;19.691;100.000285000812;19.628;233.334885010319;19.722;1100.03448608114
106;19.753;624935.750701526;19.785;66.666793333574;19.847;100.000285000812;19.879;166.667458337094;19.816;133.333840001925;19.91;966.693299067056
107;19.941;668013.631608587;19.973;133.333840001925;20.035;66.666793333574;20.067;66.666793333574;20.004;266.668693348736;20.098;800.018240415881
108;20.129;600573.294234025;20.16;166.667458337094;20.223;0;20.254;133.333840001925;20.192;133.333840001925;20.286;1466.72797589606
109;20.317;632741.526918713;20.348;33.3333650000301;20.411;166.667458337094;20.442;133.333840001925;20.379;133.333840001925;20.474;1800.09234473728
110;20.504;605298.253500407;20.536;66.666793333574;20.599;66.666793333574;20.63;133.333840001925;20.567;200.001140006498;20.661;1200.04104140362
111;20.692;597263.119219353;20.724;100.000285000812;20.787;66.666793333574;20.818;100.000285000812;20.755;133.333840001925;20.849;1000.02850081227
112;20.88;574246.809245882;20.912;100.000285000812;20.974;33.3333650000301;21.006;133.333840001925;20.943;133.333840001925;21.037;2033.45117182874
113;21.068;624970.282020172;21.099;166.667458337094;21.162;33.3333650000301;21.193;200.001140006498;21.131;200.001140006498;21.225;1100.03448608114
114;21.256;586164.723132061;21.287;133.333840001925;21.35;33.3333650000301;21.381;100.000285000812;21.319;166.667458337094;21.413;1433.39188739193
115;21.443;634848.980551892;21.475;66.666793333574;21.538;0;21.569;33.3333650000301;21.506;233.334885010319;21.6;1533.40034292832
116;21.631;615683.763762493;21.663;33.3333650000301;21.726;200.001140006498;21.757;100.000285000812;21.694;200.001140006498;21.788;1266.71239498413
117;21.819;607298.978197173;21.851;100.000285000812;21.913;66.666793333574;21.945;133.333840001925;21.882;100.000285000812;21.976;1666.74583709393
118;22.007;632223.338705586;22.039;133.333840001925;22.101;33.3333650000301;22.133;133.333840001925;22.07;166.667458337094;22.164;1066.69909431913
119;22.195;587474.11245198;22.226;133.333840001925;22.289;66.666793333574;22.32;133.333840001925;22.258;233.334885010319;22.352;1000.02850081227
120;22.383;620205.591216331;22.414;133.333840001925;22.477;66.666793333574;22.508;133.333840001925;22.445;133.333840001925;22.54;1633.40936853944
121;22.57;666663.711566911;22.602;133.333840001925;22.665;33.3333650000301;22.696;133.333840001925;22.633;100.000285000812;22.727;933.358160660407
122;22.758;602883.884431625;22.79;100.000285000812;22.852;66.666793333574;22.884;33.3333650000301;22.821;200.001140006498;22.915;1300.04816678458
123;22.946;610438.498321294;22.978;100.000285000812;23.04;66.666793333574;23.072;66.666793333574;23.009;300.002565021931;23.103;1266.71239498413
124;23.134;618479.567727117;23.165;66.666793333574;23.228;66.666793333574;23.259;33.3333650000301;23.197;166.667458337094;23.291;1233.37668652386
125;23.322;613440.533991387;23.353;100.000285000812;23.416;66.666793333574;23.447;66.666793333574;23.385;233.334885010319;23.479;1500.06412774146
126;23.51;655764.24650542;23.541;166.667458337094;23.604;100.000285000812;23.635;33.3333650000301;23.572;466.672873415883;23.666;1066.69909431913
127;23.697;579309.227367284;23.729;66.666793333574;23.792;33.3333650000301;23.823;133.333840001925;23.76;200.001140006498;23.854;1200.04104140362
128;23.885;602021.688919702;23.917;166.667458337094;23.979;33.3333650000301;24.011;0;23.948;100.000285000812;24.042;1500.06412774146
129;24.073;611301.100553944;24.105;66.666793333574;24.167;33.3333650000301;24.199;66.666793333574;24.136;200.001140006498;24.23;1500.06412774146
130;24.261;648501.627517735;24.292;66.666793333574;24.355;166.667458337094;24.386;66.666793333574;24.324;233.334885010319;24.418;766.683418699365
131;24.449;556522.457594369;24.48;100.000285000812;24.543;66.666793333574;24.574;33.3333650000301;24.512;166.667458337094;24.606;1133.36994118243
132;24.637;602573.489248376;24.668;33.3333650000301;24.731;66.666793333574;24.762;166.667458337094;24.699;166.667458337094;24.793;1033.36376589624
133;24.824;571871.067719464;24.856;33.3333650000301;24.919;33.3333650000301;24.95;100.000285000812;24.887;200.001140006498;24.981;1366.71990040679
134;25.012;631739.709937579;25.044;100.000285000812;25.106;33.3333650000301;25.138;133.333840001925;25.075;133.333840001925;25.169;1333.38400192541
135;25.2;642866.485958693;25.231;100.000285000812;25.294;0;25.325;33.3333650000301;25.263;300.002565021931;25.357;1566.73662145681
136;25.388;611197.586084935;25.419;100.000285000812;25.482;133.333840001925;25.513;66.666793333574;25.451;166.667458337094;25.545;1566.73662145681
137;25.576;582512.724039934;25.607;33.3333650000301;25.67;0;25.701;33.3333650000301;25.639;266.668693348736;25.733;900.023085592145
138;25.764;555593.705781574;25.795;166.667458337094;25.858;33.3333650000301;25.889;33.3333650000301;25.826;400.004560051985;25.92;1500.06412774146
139;25.951;581927.095646189;25.983;0;26.046;33.3333650000301;26.077;33.3333650000301;26.014;566.675818481135;26.108;1566.73662145681
140;26.139;626109.852999219;26.171;33.3333650000301;26.234;0;26.265;66.666793333574;26.202;200.001140006498;26.296;866.688073862091
141;26.327;613302.498289406;26.359;33.3333650000301;26.421;33.3333650000301;26.453;33.3333650000301;26.39;133.333840001925;26.484;1166.7054596232
142;26.515;643557.818717478;26.546;0;26.609;66.666793333574;26.64;66.666793333574;26.578;333.336500030084;26.672;1133.36994118243
143;26.703;619998.45958691;26.734;133.333840001925;26.797;0;26.828;0;26.766;266.668693348736;26.86;1366.71990040679
144;26.891;658047.393606984;26.922;33.3333650000301;26.985;66.666793333574;27.016;33.3333650000301;26.954;233.334885010319;27.048;1100.03448608114
145;27.078;546755.786742765;27.11;66.666793333574;27.173;0;27.204;66.666793333574;27.141;200.001140006498;27.235;2166.80046659548
146;27.266;659431.261082991;27.298;33.3333650000301;27.361;133.333840001925;27.392;166.667458337094;27.329;366.670498373375;27.423;1000.02850081227
147;27.454;589679.617011257;27.486;33.3333650000301;27.548;66.666793333574;27.58;66.666793333574;27.517;300.002565021931;27.611;1333.38400192541
148;27.642;614027.197633323;27.673;133.333840001925;27.736;0;27.767;100.000285000812;27.705;366.670498373375;27.799;1400.0558622289
149;27.83;610403.995099065;27.861;66.666793333574;27.924;66.666793333574;27.955;66.666793333574;27.893;333.336500030084;27.987;1433.39188739193
150;28.018;597607.900465943;28.049;33.3333650000301;28.112;166.667458337094;28.143;33.3333650000301;28.08;66.666793333574;28.174;1033.36376589624
151;28.205;598021.646756343;28.237;33.3333650000301;28.3;66.666793333574;28.331;100.000285000812;28.268;166.667458337094;28.362;933.358160660407
152;28.393;628112.911574786;28.425;33.3333650000301;28.487;0;28.519;133.333840001925;28.456;233.334885010319;28.55;1466.72797589606
153;28.581;625350.130932684;28.612;33.3333650000301;28.675;66.666793333574;28.706;133.333840001925;28.644;33.3333650000301;28.738;1066.69909431913
154;28.769;556969.651655576;28.8;66.666793333574;28.863;66.666793333574;28.894;133.333840001925;28.832;233.334885010319;28.926;1533.40034292832
155;28.957;636196.499263093;28.988;166.667458337094;29.051;66.666793333574;29.082;100.000285000812;29.019;133.333840001925;29.113;1400.0558622289
156;29.144;650818.428194219;29.176;33.3333650000301;29.239;0;29.27;133.333840001925;29.207;266.668693348736;29.301;1333.38400192541
157;29.332;607988.935272814;29.364;0;29.426;100.000285000812;29.458;100.000285000812;29.395;100.000285000812;29.489;1833.42913000538
158;29.52;651994.232993363;29.552;66.666793333574;29.614;66.666793333574;29.646;0;29.583;233.334885010319;29.677;1166.7054596232
159;29.708;611197.586084935;29.739;66.666793333574;29.802;0;29.833;66.666793333574;29.771;333.336500030084;29.865;1433.39188739193
160;29.896;626662.39844091;29.927;33.3333650000301;29.99;133.333840001925;30.021;66.666793333574;29.958;300.002565021931;30.052;1333.38400192541
161;30.083;600676.747098595;30.115;33.3333650000301;30.178;66.666793333574;30.209;66.666793333574;30.146;200.001140006498;30.24;900.023085592145
162;30.271;577483.836110873;30.303;200.001140006498;30.365;100.000285000812;30.397;200.001140006498;30.334;333.336500030084;30.428;733.348660320334
163;30.459;672929.586452699;30.49;33.3333650000301;30.553;0;30.584;66.666793333574;30.522;433.338685066094;30.616;833.353125470063
164;30.647;585337.789925548;30.678;66.666793333574;30.741;0;30.772;166.667458337094;30.71;300.002565021931;30.804;1933.43986586994
165;30.835;651095.081186654;30.866;66.666793333574;30.929;33.3333650000301;30.96;66.666793333574;30.897;166.667458337094;30.991;900.023085592145
166;31.022;649331.491738779;31.054;0;31.117;0;31.148;66.666793333574;31.085;233.334885010319;31.179;1066.69909431913
167;31.21;670609.918208928;31.242;66.666793333574;31.304;0;31.336;166.667458337094;31.273;300.002565021931;31.367;1300.04816678458
168;31.398;627629.394105556;31.43;33.3333650000301;31.492;66.666793333574;31.524;33.3333650000301;31.461;66.666793333574;31.555;933.358160660407
169;31.586;652236.320056199;31.617;33.3333650000301;31.68;66.666793333574;31.712;100.000285000812;31.649;300.002565021931;31.743;1333.38400192541
170;31.774;579756.993382265;31.805;0;31.868;0;31.899;133.333840001925;31.837;200.001140006498;31.931;2166.80046659548
171;31.962;639963.180479545;31.993;100.000285000812;32.056;66.666793333574;32.087;200.001140006498;32.024;366.670498373375;32.118;833.353125470063
172;32.149;616201.472204937;32.181;33.3333650000301;32.244;33.3333650000301;32.275;0;32.212;366.670498373375;32.306;1000.02850081227
173;32.337;659569.653723894;32.369;166.667458337094;32.431;100.000285000812;32.463;133.333840001925;32.4;133.333840001925;32.494;1333.38400192541
174;32.525;644387.453342121;32.556;33.3333650000301;32.619;33.3333650000301;32.65;66.666793333574;32.588;366.670498373375;32.682;533.341440123223
175;32.713;633881.59391137;32.744;133.333840001925;32.807;33.3333650000301;32.838;133.333840001925;32.776;233.334885010319;32.87;1400.0558622289
176;32.901;647637.226603316;32.932;33.3333650000301;32.995;0;33.026;66.666793333574;32.963;133.333840001925;33.057;1300.04816678458
177;33.088;613475.043083666;33.12;33.3333650000301;33.183;0;33.214;100.000285000812;33.151;200.001140006498;33.245;1733.41896423017
178;33.276;621310.333825819;33.308;66.666793333574;33.37;133.333840001925;33.402;33.3333650000301;33.339;300.002565021931;33.433;1133.36994118243
179;33.464;609748.446548834;33.496;300.002565021931;33.558;66.666793333574;33.59;0;33.527;133.333840001925;33.621;1033.36376589624
180;33.652;624521.380086399;33.683;133.333840001925;33.746;0;33.777;66.666793333574;33.715;200.001140006498;33.809;1266.71239498413
181;33.84;615925.359167262;33.871;100.000285000812;33.934;66.666793333574;33.965;166.667458337094;33.903;233.334885010319;33.996;1066.69909431913
182;34.027;613647.589545769;34.059;66.666793333574;34.122;0;34.153;100.000285000812;34.09;233.334885010319;34.184;1466.72797589606
183;34.215;628769.134795043;34.247;166.667458337094;34.31;33.3333650000301;34.341;33.3333650000301;34.278;233.334885010319;34.372;1100.03448608114
184;34.403;598056.126046948;34.435;66.666793333574;34.497;133.333840001925;34.529;100.000285000812;34.466;133.333840001925;34.56;1266.71239498413
185;34.591;637509.564001019;34.623;100.000285000812;34.685;66.666793333574;34.717;100.000285000812;34.654;200.001140006498;34.748;866.688073862091
186;34.779;622898.521091812;34.81;66.666793333574;34.873;33.3333650000301;34.905;66.666793333574;34.842;300.002565021931;34.936;800.018240415881
187;34.967;578034.877933332;34.998;33.3333650000301;35.061;33.3333650000301;35.092;133.333840001925;35.03;200.001140006498;35.124;1000.02850081227
188;35.155;601745.79515377;35.186;100.000285000812;35.249;0;35.28;166.667458337094;35.217;233.334885010319;35.312;1066.69909431913
189;35.342;607298.978197173;35.374;100.000285000812;35.437;0;35.468;33.3333650000301;35.405;233.334885010319;35.499;1266.71239498413
190;35.53;622415.144795145;35.562;133.333840001925;35.625;0;35.656;33.3333650000301;35.593;400.004560051985;35.687;1600.07296332713
191;35.718;612543.321008023;35.75;133.333840001925;35.812;33.3333650000301;35.844;133.333840001925;35.781;133.333840001925;35.875;1233.37668652386
192;35.906;676911.80825813;35.937;33.3333650000301;36;33.3333650000301;36.031;133.333840001925;35.969;133.333840001925;36.063;1100.03448608114
193;36.094;659811.843423923;36.125;33.3333650000301;36.188;66.666793333574;36.219;100.000285000812;36.157;100.000285000812;36.251;1300.04816678458
194;36.282;613544.061468365;36.313;0;36.376;33.3333650000301;36.407;0;36.344;366.670498373375;36.438;1533.40034292832
195;36.469;631083.377556336;36.501;0;36.564;0;36.595;33.3333650000301;36.532;166.667458337094;36.626;900.023085592145
196;36.657;582684.971344827;36.689;66.666793333574;36.751;100.000285000812;36.783;33.3333650000301;36.72;200.001140006498;36.814;966.693299067056
197;36.845;678574.215372443;36.877;33.3333650000301;36.939;100.000285000812;36.971;66.666793333574;36.908;466.672873415883;37.002;1033.36376589624
198;37.033;619308.038177015;37.064;33.3333650000301;37.127;100.000285000812;37.158;66.666793333574;37.096;266.668693348736;37.19;1600.07296332713
199;37.221;650299.715377592;37.252;133.333840001925;37.315;100.000285000812;37.346;200.001140006498;37.284;233.334885010319;37.378;900.023085592145
200;37.408;699991.51911776;37.44;133.333840001925;37.503;33.3333650000301;37.534;133.333840001925;37.471;166.667458337094;37.565;866.688073862091
201;37.596;632223.338705586;37.628;133.333840001925;37.69;100.000285000812;37.722;166.667458337094;37.659;133.333840001925;37.753;966.693299067056
202;37.784;639271.986811345;37.816;66.666793333574;37.878;0;37.91;33.3333650000301;37.847;266.668693348736;37.941;1300.04816678458
203;37.972;623243.797887101;38.004;100.000285000812;38.066;66.666793333574;38.098;66.666793333574;38.035;300.002565021931;38.129;966.693299067056
204;38.16;625315.598879467;38.191;66.666793333574;38.254;0;38.285;100.000285000812;38.223;233.334885010319;38.317;900.023085592145
205;38.348;646012.266085765;38.379;166.667458337094;38.442;33.3333650000301;38.473;100.000285000812;38.41;233.334885010319;38.504;1200.04104140362
206;38.535;663687.32498329;38.567;66.666793333574;38.63;33.3333650000301;38.661;33.3333650000301;38.598;200.001140006498;38.692;1633.40936853944
207;38.723;671510.052242544;38.755;33.3333650000301;38.817;166.667458337094;38.849;66.666793333574;38.786;233.334885010319;38.88;900.023085592145
208;38.911;640066.861836487;38.943;33.3333650000301;39.005;0;39.037;66.666793333574;38.974;166.667458337094;39.068;700.013965278607
209;39.099;600952.624336378;39.13;133.333840001925;39.193;0;39.224;133.333840001925;39.162;200.001140006498;39.256;700.013965278607
210;39.287;586716.033235674;39.318;100.000285000812;39.381;0;39.412;133.333840001925;39.35;100.000285000812;39.444;666.679333574005
211;39.475;613992.687473601;39.506;66.666793333574;39.569;66.666793333574;39.6;33.3333650000301;39.537;233.334885010319;39.631;533.341440123223
212;39.662;625177.471334398;39.694;100.000285000812;39.756;0;39.788;100.000285000812;39.725;200.001140006498;39.819;766.683418699365
213;39.85;581341.486481642;39.882;133.333840001925;39.944;33.3333650000301;39.976;100.000285000812;39.913;133.333840001925;40.007;1166.7054596232
214;40.038;632948.8064137;40.069;66.666793333574;40.132;0;40.163;166.667458337094;40.101;266.668693348736;40.195;833.353125470063
215;40.226;625177.471334398;40.257;100.000285000812;40.32;66.666793333574;40.351;300.002565021931;40.289;133.333840001925;40.383;1266.71239498413
216;40.413;617236.934132556;40.445;33.3333650000301;40.508;33.3333650000301;40.539;66.666793333574;40.476;133.333840001925;40.57;1300.04816678458
217;40.601;598194.043875643;40.633;33.3333650000301;40.696;33.3333650000301;40.727;200.001140006498;40.664;233.334885010319;40.758;1533.40034292832
218;40.789;646842.014693912;40.821;33.3333650000301;40.883;0;40.915;0;40.852;333.336500030084;40.946;733.348660320334
219;40.977;616512.104477094;41.009;66.666793333574;41.071;0;41.103;100.000285000812;41.04;200.001140006498;41.134;1133.36994118243
220;41.165;667563.646935563;41.196;133.333840001925;41.259;0;41.29;66.666793333574;41.228;166.667458337094;41.322;433.338685066094
221;41.353;560409.981149661;41.384;33.3333650000301;41.447;33.3333650000301;41.478;33.3333650000301;41.415;133.333840001925;41.509;1066.69909431913
222;41.54;624452.319252079;41.572;33.3333650000301;41.635;33.3333650000301;41.666;166.667458337094;41.603;233.334885010319;41.697;1100.03448608114
223;41.728;618790.239640615;41.76;66.666793333574;41.822;33.3333650000301;41.854;100.000285000812;41.791;66.666793333574;41.885;1533.40034292832
224;41.916;672617.971727793;41.948;133.333840001925;42.01;0;42.042;33.3333650000301;41.979;200.001140006498;42.073;1066.69909431913
225;42.104;612957.413704318;42.135;0;42.198;66.666793333574;42.229;66.666793333574;42.167;366.670498373375;42.261;1333.38400192541
226;42.292;648086.709859999;42.323;100.000285000812;42.386;66.666793333574;42.417;100.000285000812;42.355;133.333840001925;42.449;1033.36376589624
227;42.48;656905.783597849;42.511;0;42.574;66.666793333574;42.605;33.3333650000301;42.542;166.667458337094;42.636;733.348660320334
228;42.667;602504.513274171;42.699;66.666793333574;42.762;200.001140006498;42.793;133.333840001925;42.73;233.334885010319;42.824;1433.39188739193
229;42.855;650023.074698774;42.887;133.333840001925;42.949;33.3333650000301;42.981;33.3333650000301;42.918;233.334885010319;43.012;1466.72797589606
230;43.043;638477.14715432;43.074;66.666793333574;43.137;0;43.168;133.333840001925;43.106;133.333840001925;43.2;1266.71239498413
231;43.231;618479.567727117;43.262;0;43.325;66.666793333574;43.356;33.3333650000301;43.294;300.002565021931;43.388;1033.36376589624
232;43.419;633708.851810439;43.45;33.3333650000301;43.513;33.3333650000301;43.544;66.666793333574;43.481;100.000285000812;43.575;1166.7054596232
233;43.606;590816.936858393;43.638;100.000285000812;43.7;0;43.732;66.666793333574;43.669;233.334885010319;43.763;1233.37668652386
234;43.794;629598.082805127;43.826;100.000285000812;43.888;33.3333650000301;43.92;66.666793333574;43.857;100.000285000812;43.951;1033.36376589624
235;43.982;624866.688264567;44.013;100.000285000812;44.076;0;44.107;66.666793333574;44.045;333.336500030084;44.139;800.018240415881
236;44.17;599469.834330093;44.201;66.666793333574;44.264;66.666793333574;44.295;33.3333650000301;44.233;233.334885010319;44.327;800.018240415881
237;44.357;622691.358219445;44.389;100.000285000812;44.452;0;44.483;100.000285000812;44.42;233.334885010319;44.514;700.013965278607
238;44.545;655176.210397302;44.577;100.000285000812;44.64;33.3333650000301;44.671;33.3333650000301;44.608;366.670498373375;44.702;1133.36994118243
239;44.733;615787.304249891;44.765;66.666793333574;44.827;0;44.859;66.666793333574;44.796;233.334885010319;44.89;1033.36376589624
240;44.921;636265.605527135;44.952;100.000285000812;45.015;33.3333650000301;45.046;66.666793333574;44.984;166.667458337094;45.078;966.693299067056
241;45.109;635505.45132748;45.14;166.667458337094;45.203;0;45.234;0;45.172;133.333840001925;45.266;600.010260175449
242;45.297;668117.475833902;45.328;66.666793333574;45.391;33.3333650000301;45.422;66.666793333574;45.359;300.002565021931;45.453;1166.7054596232
243;45.484;700546.353057853;45.516;100.000285000812;45.579;66.666793333574;45.61;200.001140006498;45.547;133.333840001925;45.641;1033.36376589624
244;45.672;637475.008429159;45.704;166.667458337094;45.766;0;45.798;66.666793333574;45.735;200.001140006498;45.829;1400.0558622289
245;45.86;650922.172564452;45.892;66.666793333574;45.954;0;45.986;0;45.923;166.667458337094;46.017;1133.36994118243
246;46.048;618065.34691856;46.079;33.3333650000301;46.142;100.000285000812;46.173;33.3333650000301;46.111;300.002565021931;46.205;766.683418699365
247;46.236;661161.246115746;46.267;0;46.33;66.666793333574;46.361;100.000285000812;46.299;233.334885010319;46.393;1566.73662145681
248;46.424;705263.136239983;46.455;33.3333650000301;46.518;33.3333650000301;46.549;100.000285000812;46.486;166.667458337094;46.58;1300.04816678458
249;46.611;634468.929551551;46.643;33.3333650000301;46.706;33.3333650000301;46.737;66.666793333574;46.674;100.000285000812;46.768;1700.08236899078
250;46.799;680444.608113601;46.831;66.666793333574;46.893;33.3333650000301;46.925;200.001140006498;46.862;233.334885010319;46.956;1466.72797589606
251;46.987;696836.228222466;47.018;66.666793333574;47.081;33.3333650000301;47.112;133.333840001925;47.05;266.668693348736;47.144;666.679333574005
